date_time,record_id,temp,pm2_5,aqi,ozone
2024-01-01 00:00:00,Dallas,41.82,10.24375,59.0,0.016722222222222187
2024-01-01 01:00:00,Dallas,39.42,,,
2024-01-01 02:00:00,Dallas,37.6,,,
2024-01-01 03:00:00,Dallas,36.32,,,
2024-01-01 04:00:00,Dallas,35.3,,,
2024-01-01 05:00:00,Dallas,34.3,,,
2024-01-01 06:00:00,Dallas,33.760000000000005,,,
2024-01-01 07:00:00,Dallas,33.1,,,
2024-01-01 08:00:00,Dallas,33.9,9.8625,,
2024-01-01 09:00:00,Dallas,35.760000000000005,,,
2024-01-01 10:00:00,Dallas,37.96,,,
2024-01-01 11:00:00,Dallas,40.36,,,
2024-01-01 12:00:00,Dallas,42.46,,,
2024-01-01 13:00:00,Dallas,44.48,,,
2024-01-01 14:00:00,Dallas,46.06,,,
2024-01-01 15:00:00,Dallas,47.22,,,
2024-01-01 16:00:00,Dallas,47.16,16.36875,,
2024-01-01 17:00:00,Dallas,45.66,,,
2024-01-01 18:00:00,Dallas,44.22,,,
2024-01-01 19:00:00,Dallas,43.18,,,
2024-01-01 20:00:00,Dallas,42.02,,,
2024-01-01 21:00:00,Dallas,41.24,,,
2024-01-01 22:00:00,Dallas,40.5,,,
2024-01-01 23:00:00,Dallas,39.4,,,
2024-01-02 00:00:00,Dallas,38.0,17.9,60.0,
2024-01-02 01:00:00,Dallas,37.38,,,
2024-01-02 02:00:00,Dallas,36.44,,,
2024-01-02 03:00:00,Dallas,36.56,,,
2024-01-02 04:00:00,Dallas,35.62,,,
2024-01-02 05:00:00,Dallas,35.54,,,
2024-01-02 06:00:00,Dallas,35.92,,,
2024-01-02 07:00:00,Dallas,36.04,,,
2024-01-02 08:00:00,Dallas,37.48,9.2,,
2024-01-02 09:00:00,Dallas,38.8,,,
2024-01-02 10:00:00,Dallas,41.66,,,
2024-01-02 11:00:00,Dallas,44.68,,,
2024-01-02 12:00:00,Dallas,46.94,,,
2024-01-02 13:00:00,Dallas,47.68,,,
2024-01-02 14:00:00,Dallas,47.760000000000005,,,
2024-01-02 15:00:00,Dallas,47.78,,,
2024-01-02 16:00:00,Dallas,47.3,10.5,,
2024-01-02 17:00:00,Dallas,45.08,,,
2024-01-02 18:00:00,Dallas,42.82,,,
2024-01-02 19:00:00,Dallas,42.18,,,
2024-01-02 20:00:00,Dallas,41.96,,,
2024-01-02 21:00:00,Dallas,41.48,,,
2024-01-02 22:00:00,Dallas,41.06,,,
2024-01-02 23:00:00,Dallas,41.7,,,
2024-01-03 00:00:00,Dallas,41.9,9.7875,58.0,
2024-01-03 01:00:00,Dallas,41.68,,,
2024-01-03 02:00:00,Dallas,41.42,,,
2024-01-03 03:00:00,Dallas,41.4,,,
2024-01-03 04:00:00,Dallas,41.3,,,
2024-01-03 05:00:00,Dallas,41.28,,,
2024-01-03 06:00:00,Dallas,41.56,,,
2024-01-03 07:00:00,Dallas,42.18,,,
2024-01-03 08:00:00,Dallas,42.64,12.39375,,
2024-01-03 09:00:00,Dallas,43.34,,,
2024-01-03 10:00:00,Dallas,44.94,,,
2024-01-03 11:00:00,Dallas,47.12,,,
2024-01-03 12:00:00,Dallas,48.84,,,
2024-01-03 13:00:00,Dallas,50.260000000000005,,,
2024-01-03 14:00:00,Dallas,52.66,,,
2024-01-03 15:00:00,Dallas,54.1,,,
2024-01-03 16:00:00,Dallas,53.9,16.0125,,
2024-01-03 17:00:00,Dallas,52.720000000000006,,,
2024-01-03 18:00:00,Dallas,50.8,,,
2024-01-03 19:00:00,Dallas,49.12,,,
2024-01-03 20:00:00,Dallas,47.34,,,
2024-01-03 21:00:00,Dallas,46.32,,,
2024-01-03 22:00:00,Dallas,45.6,,,
2024-01-03 23:00:00,Dallas,44.54,,,
2024-01-04 00:00:00,Dallas,43.34,24.1875,66.0,
2024-01-04 01:00:00,Dallas,42.24,,,
2024-01-04 02:00:00,Dallas,42.54,,,
2024-01-04 03:00:00,Dallas,41.98,,,
2024-01-04 04:00:00,Dallas,41.1,,,
2024-01-04 05:00:00,Dallas,40.82,,,
2024-01-04 06:00:00,Dallas,40.44,,,
2024-01-04 07:00:00,Dallas,40.0,,,
2024-01-04 08:00:00,Dallas,40.7,16.66875,,
2024-01-04 09:00:00,Dallas,43.52,,,
2024-01-04 10:00:00,Dallas,48.260000000000005,,,
2024-01-04 11:00:00,Dallas,52.46,,,
2024-01-04 12:00:00,Dallas,54.58,,,
2024-01-04 13:00:00,Dallas,55.56,,,
2024-01-04 14:00:00,Dallas,56.760000000000005,,,
2024-01-04 15:00:00,Dallas,57.5,,,
2024-01-04 16:00:00,Dallas,57.24,8.9125,,
2024-01-04 17:00:00,Dallas,55.620000000000005,,,
2024-01-04 18:00:00,Dallas,54.1,,,
2024-01-04 19:00:00,Dallas,53.78,,,
2024-01-04 20:00:00,Dallas,53.1,,,
2024-01-04 21:00:00,Dallas,50.46,,,
2024-01-04 22:00:00,Dallas,50.64,,,
2024-01-04 23:00:00,Dallas,50.32,,,
2024-01-05 00:00:00,Dallas,48.04,10.006250000000001,58.0,
2024-01-05 01:00:00,Dallas,46.04,,,
2024-01-05 02:00:00,Dallas,46.260000000000005,,,
2024-01-05 03:00:00,Dallas,45.760000000000005,,,
2024-01-05 04:00:00,Dallas,45.48,,,
2024-01-05 05:00:00,Dallas,45.48,,,
2024-01-05 06:00:00,Dallas,45.04,,,
2024-01-05 07:00:00,Dallas,44.72,,,
2024-01-05 08:00:00,Dallas,44.04,12.25,,
2024-01-05 09:00:00,Dallas,44.44,,,
2024-01-05 10:00:00,Dallas,44.94,,,
2024-01-05 11:00:00,Dallas,45.86,,,
2024-01-05 12:00:00,Dallas,46.42,,,
2024-01-05 13:00:00,Dallas,47.38,,,
2024-01-05 14:00:00,Dallas,49.02,,,
2024-01-05 15:00:00,Dallas,49.98,,,
2024-01-05 16:00:00,Dallas,49.52,13.8625,,
2024-01-05 17:00:00,Dallas,48.760000000000005,,,
2024-01-05 18:00:00,Dallas,48.04,,,
2024-01-05 19:00:00,Dallas,47.760000000000005,,,
2024-01-05 20:00:00,Dallas,47.1,,,
2024-01-05 21:00:00,Dallas,46.38,,,
2024-01-05 22:00:00,Dallas,46.12,,,
2024-01-05 23:00:00,Dallas,47.48,,,
2024-01-06 00:00:00,Dallas,46.98,4.13125,34.0,
2024-01-06 01:00:00,Dallas,45.92,,,
2024-01-06 02:00:00,Dallas,43.92,,,
2024-01-06 03:00:00,Dallas,42.34,,,
2024-01-06 04:00:00,Dallas,41.28,,,
2024-01-06 05:00:00,Dallas,41.42,,,
2024-01-06 06:00:00,Dallas,41.5,,,
2024-01-06 07:00:00,Dallas,42.22,,,
2024-01-06 08:00:00,Dallas,42.3,4.8125,,
2024-01-06 09:00:00,Dallas,43.1,,,
2024-01-06 10:00:00,Dallas,43.7,,,
2024-01-06 11:00:00,Dallas,44.14,,,
2024-01-06 12:00:00,Dallas,45.32,,,
2024-01-06 13:00:00,Dallas,46.56,,,
2024-01-06 14:00:00,Dallas,47.56,,,
2024-01-06 15:00:00,Dallas,48.52,,,
2024-01-06 16:00:00,Dallas,48.4,8.3875,,
2024-01-06 17:00:00,Dallas,48.16,,,
2024-01-06 18:00:00,Dallas,46.84,,,
2024-01-06 19:00:00,Dallas,46.08,,,
2024-01-06 20:00:00,Dallas,45.4,,,
2024-01-06 21:00:00,Dallas,44.84,,,
2024-01-06 22:00:00,Dallas,44.06,,,
2024-01-06 23:00:00,Dallas,43.0,,,
2024-01-07 00:00:00,Dallas,43.3,15.78125,49.0,
2024-01-07 01:00:00,Dallas,43.22,,,
2024-01-07 02:00:00,Dallas,41.58,,,
2024-01-07 03:00:00,Dallas,39.28,,,
2024-01-07 04:00:00,Dallas,38.32,,,
2024-01-07 05:00:00,Dallas,38.14,,,
2024-01-07 06:00:00,Dallas,38.16,,,
2024-01-07 07:00:00,Dallas,37.4,,,
2024-01-07 08:00:00,Dallas,39.98,7.2375,,
2024-01-07 09:00:00,Dallas,44.22,,,
2024-01-07 10:00:00,Dallas,48.96,,,
2024-01-07 11:00:00,Dallas,53.74,,,
2024-01-07 12:00:00,Dallas,56.3,,,
2024-01-07 13:00:00,Dallas,57.86,,,
2024-01-07 14:00:00,Dallas,58.74,,,
2024-01-07 15:00:00,Dallas,59.02,,,
2024-01-07 16:00:00,Dallas,58.67999999999999,3.8875,,
2024-01-07 17:00:00,Dallas,56.1,,,
2024-01-07 18:00:00,Dallas,54.3,,,
2024-01-07 19:00:00,Dallas,53.14,,,
2024-01-07 20:00:00,Dallas,51.720000000000006,,,
2024-01-07 21:00:00,Dallas,50.74,,,
2024-01-07 22:00:00,Dallas,50.18,,,
2024-01-07 23:00:00,Dallas,49.7,,,
2024-01-08 00:00:00,Dallas,49.56,5.10625,31.0,0.021503992015968025
2024-01-08 01:00:00,Dallas,49.6,,,
2024-01-08 02:00:00,Dallas,49.84,,,
2024-01-08 03:00:00,Dallas,50.56,,,
2024-01-08 04:00:00,Dallas,50.68,,,
2024-01-08 05:00:00,Dallas,50.4,,,
2024-01-08 06:00:00,Dallas,50.38,,,
2024-01-08 07:00:00,Dallas,51.220000000000006,,,
2024-01-08 08:00:00,Dallas,51.260000000000005,4.73125,,
2024-01-08 09:00:00,Dallas,52.44,,,
2024-01-08 10:00:00,Dallas,54.28,,,
2024-01-08 11:00:00,Dallas,54.2,,,
2024-01-08 12:00:00,Dallas,52.760000000000005,,,
2024-01-08 13:00:00,Dallas,53.82000000000001,,,
2024-01-08 14:00:00,Dallas,54.56,,,
2024-01-08 15:00:00,Dallas,54.98,,,
2024-01-08 16:00:00,Dallas,53.98,5.65,,
2024-01-08 17:00:00,Dallas,53.82000000000001,,,
2024-01-08 18:00:00,Dallas,54.06,,,
2024-01-08 19:00:00,Dallas,53.98,,,
2024-01-08 20:00:00,Dallas,51.86,,,
2024-01-08 21:00:00,Dallas,46.68,,,
2024-01-08 22:00:00,Dallas,42.36,,,
2024-01-08 23:00:00,Dallas,40.34,,,
2024-01-09 00:00:00,Dallas,39.0,4.33125,32.0,
2024-01-09 01:00:00,Dallas,38.02,,,
2024-01-09 02:00:00,Dallas,37.575,,,
2024-01-09 03:00:00,Dallas,36.78,,,
2024-01-09 04:00:00,Dallas,35.480000000000004,,,
2024-01-09 05:00:00,Dallas,35.22,,,
2024-01-09 06:00:00,Dallas,35.239999999999995,,,
2024-01-09 07:00:00,Dallas,35.52,,,
2024-01-09 08:00:00,Dallas,36.62,3.8125,,
2024-01-09 09:00:00,Dallas,38.4,,,
2024-01-09 10:00:00,Dallas,39.96,,,
2024-01-09 11:00:00,Dallas,41.48,,,
2024-01-09 12:00:00,Dallas,42.7,,,
2024-01-09 13:00:00,Dallas,44.06,,,
2024-01-09 14:00:00,Dallas,46.28,,,
2024-01-09 15:00:00,Dallas,48.18,,,
2024-01-09 16:00:00,Dallas,48.84,6.668749999999999,,
2024-01-09 17:00:00,Dallas,48.28,,,
2024-01-09 18:00:00,Dallas,46.36,,,
2024-01-09 19:00:00,Dallas,44.36,,,
2024-01-09 20:00:00,Dallas,43.02,,,
2024-01-09 21:00:00,Dallas,40.12,,,
2024-01-09 22:00:00,Dallas,38.54,,,
2024-01-09 23:00:00,Dallas,37.78,,,
2024-01-10 00:00:00,Dallas,36.58,17.287499999999998,56.0,
2024-01-10 01:00:00,Dallas,35.92,,,
2024-01-10 02:00:00,Dallas,36.760000000000005,,,
2024-01-10 03:00:00,Dallas,36.32,,,
2024-01-10 04:00:00,Dallas,36.44,,,
2024-01-10 05:00:00,Dallas,36.66,,,
2024-01-10 06:00:00,Dallas,38.6,,,
2024-01-10 07:00:00,Dallas,41.06,,,
2024-01-10 08:00:00,Dallas,44.260000000000005,4.10625,,
2024-01-10 09:00:00,Dallas,48.6,,,
2024-01-10 10:00:00,Dallas,51.5,,,
2024-01-10 11:00:00,Dallas,55.38,,,
2024-01-10 12:00:00,Dallas,60.6,,,
2024-01-10 13:00:00,Dallas,63.8,,,
2024-01-10 14:00:00,Dallas,65.42,,,
2024-01-10 15:00:00,Dallas,66.12,,,
2024-01-10 16:00:00,Dallas,65.9,6.356249999999999,,
2024-01-10 17:00:00,Dallas,63.48,,,
2024-01-10 18:00:00,Dallas,60.0,,,
2024-01-10 19:00:00,Dallas,58.04,,,
2024-01-10 20:00:00,Dallas,55.44,,,
2024-01-10 21:00:00,Dallas,52.74,,,
2024-01-10 22:00:00,Dallas,52.260000000000005,,,
2024-01-10 23:00:00,Dallas,53.32000000000001,,,
2024-01-11 00:00:00,Dallas,53.46,11.41875,76.0,
