date_time,record_id,temp,pm2_5,aqi,ozone
2024-01-01 00:00:00,Denver,27.5,20.684375,65.0,
2024-01-01 01:00:00,Denver,27.0,,,
2024-01-01 02:00:00,Denver,26.0,,,
2024-01-01 03:00:00,Denver,25.0,,,
2024-01-01 04:00:00,Denver,24.5,,,
2024-01-01 05:00:00,Denver,24.5,,,
2024-01-01 06:00:00,Denver,24.25,,,
2024-01-01 07:00:00,Denver,25.25,,,
2024-01-01 08:00:00,Denver,29.25,3.753125,,
2024-01-01 09:00:00,Denver,36.5,,,
2024-01-01 10:00:00,Denver,41.75,,,
2024-01-01 11:00:00,Denver,46.5,,,
2024-01-01 12:00:00,Denver,50.5,,,
2024-01-01 13:00:00,Denver,53.25,,,
2024-01-01 14:00:00,Denver,53.0,,,
2024-01-01 15:00:00,Denver,52.25,,,
2024-01-01 16:00:00,Denver,50.0,10.171875,,
2024-01-01 17:00:00,Denver,47.0,,,
2024-01-01 18:00:00,Denver,44.75,,,
2024-01-01 19:00:00,Denver,42.25,,,
2024-01-01 20:00:00,Denver,40.75,,,
2024-01-01 21:00:00,Denver,40.5,,,
2024-01-01 22:00:00,Denver,39.75,,,
2024-01-01 23:00:00,Denver,39.25,,,
2024-01-02 00:00:00,Denver,38.25,8.678125,56.0,0.013479591836734693
2024-01-02 01:00:00,Denver,37.25,,,
2024-01-02 02:00:00,Denver,35.0,,,
2024-01-02 03:00:00,Denver,32.25,,,
2024-01-02 04:00:00,Denver,30.25,,,
2024-01-02 05:00:00,Denver,28.5,,,
2024-01-02 06:00:00,Denver,27.75,,,
2024-01-02 07:00:00,Denver,27.75,,,
2024-01-02 08:00:00,Denver,31.0,7.4625,,
2024-01-02 09:00:00,Denver,34.5,,,
2024-01-02 10:00:00,Denver,39.0,,,
2024-01-02 11:00:00,Denver,42.75,,,
2024-01-02 12:00:00,Denver,46.0,,,
2024-01-02 13:00:00,Denver,48.0,,,
2024-01-02 14:00:00,Denver,49.5,,,
2024-01-02 15:00:00,Denver,49.0,,,
2024-01-02 16:00:00,Denver,47.25,12.840625,,
2024-01-02 17:00:00,Denver,44.25,,,
2024-01-02 18:00:00,Denver,41.0,,,
2024-01-02 19:00:00,Denver,38.0,,,
2024-01-02 20:00:00,Denver,36.0,,,
2024-01-02 21:00:00,Denver,34.0,,,
2024-01-02 22:00:00,Denver,33.0,,,
2024-01-02 23:00:00,Denver,31.5,,,
2024-01-03 00:00:00,Denver,31.0,10.446875,55.0,
2024-01-03 01:00:00,Denver,29.25,,,
2024-01-03 02:00:00,Denver,27.5,,,
2024-01-03 03:00:00,Denver,26.25,,,
2024-01-03 04:00:00,Denver,24.75,,,
2024-01-03 05:00:00,Denver,24.5,,,
2024-01-03 06:00:00,Denver,24.5,,,
2024-01-03 07:00:00,Denver,25.5,,,
2024-01-03 08:00:00,Denver,28.5,7.61875,,
2024-01-03 09:00:00,Denver,33.25,,,
2024-01-03 10:00:00,Denver,37.75,,,
2024-01-03 11:00:00,Denver,41.25,,,
2024-01-03 12:00:00,Denver,44.75,,,
2024-01-03 13:00:00,Denver,46.25,,,
2024-01-03 14:00:00,Denver,46.25,,,
2024-01-03 15:00:00,Denver,45.25,,,
2024-01-03 16:00:00,Denver,43.25,7.334375,,
2024-01-03 17:00:00,Denver,41.5,,,
2024-01-03 18:00:00,Denver,39.5,,,
2024-01-03 19:00:00,Denver,37.25,,,
2024-01-03 20:00:00,Denver,34.0,,,
2024-01-03 21:00:00,Denver,33.0,,,
2024-01-03 22:00:00,Denver,32.5,,,
2024-01-03 23:00:00,Denver,32.5,,,
2024-01-04 00:00:00,Denver,31.25,9.04375,66.0,
2024-01-04 01:00:00,Denver,30.0,,,
2024-01-04 02:00:00,Denver,29.5,,,
2024-01-04 03:00:00,Denver,29.5,,,
2024-01-04 04:00:00,Denver,27.75,,,
2024-01-04 05:00:00,Denver,28.0,,,
2024-01-04 06:00:00,Denver,27.75,,,
2024-01-04 07:00:00,Denver,27.25,,,
2024-01-04 08:00:00,Denver,27.5,14.453125,,
2024-01-04 09:00:00,Denver,28.25,,,
2024-01-04 10:00:00,Denver,29.5,,,
2024-01-04 11:00:00,Denver,29.75,,,
2024-01-04 12:00:00,Denver,31.5,,,
2024-01-04 13:00:00,Denver,33.5,,,
2024-01-04 14:00:00,Denver,33.25,,,
2024-01-04 15:00:00,Denver,32.0,,,
2024-01-04 16:00:00,Denver,30.0,16.525,,
2024-01-04 17:00:00,Denver,28.75,,,
2024-01-04 18:00:00,Denver,28.5,,,
2024-01-04 19:00:00,Denver,27.75,,,
2024-01-04 20:00:00,Denver,27.0,,,
2024-01-04 21:00:00,Denver,27.0,,,
2024-01-04 22:00:00,Denver,27.0,,,
2024-01-04 23:00:00,Denver,27.25,,,
2024-01-05 00:00:00,Denver,27.5,16.834375,58.0,
2024-01-05 01:00:00,Denver,27.5,,,
2024-01-05 02:00:00,Denver,28.25,,,
2024-01-05 03:00:00,Denver,29.0,,,
2024-01-05 04:00:00,Denver,29.0,,,
2024-01-05 05:00:00,Denver,28.25,,,
2024-01-05 06:00:00,Denver,26.75,,,
2024-01-05 07:00:00,Denver,26.0,,,
2024-01-05 08:00:00,Denver,29.0,8.203125,,
2024-01-05 09:00:00,Denver,32.5,,,
2024-01-05 10:00:00,Denver,35.75,,,
2024-01-05 11:00:00,Denver,37.0,,,
2024-01-05 12:00:00,Denver,39.0,,,
2024-01-05 13:00:00,Denver,40.0,,,
2024-01-05 14:00:00,Denver,39.75,,,
2024-01-05 15:00:00,Denver,39.25,,,
2024-01-05 16:00:00,Denver,38.5,5.6625,,
2024-01-05 17:00:00,Denver,38.5,,,
2024-01-05 18:00:00,Denver,37.75,,,
2024-01-05 19:00:00,Denver,35.25,,,
2024-01-05 20:00:00,Denver,34.5,,,
2024-01-05 21:00:00,Denver,34.75,,,
2024-01-05 22:00:00,Denver,33.5,,,
2024-01-05 23:00:00,Denver,32.5,,,
2024-01-06 00:00:00,Denver,31.5,2.040625,43.0,
2024-01-06 01:00:00,Denver,31.0,,,
2024-01-06 02:00:00,Denver,30.75,,,
2024-01-06 03:00:00,Denver,30.0,,,
2024-01-06 04:00:00,Denver,29.25,,,
2024-01-06 05:00:00,Denver,27.5,,,
2024-01-06 06:00:00,Denver,27.0,,,
2024-01-06 07:00:00,Denver,26.0,,,
2024-01-06 08:00:00,Denver,27.0,3.48125,,
2024-01-06 09:00:00,Denver,30.0,,,
2024-01-06 10:00:00,Denver,33.0,,,
2024-01-06 11:00:00,Denver,37.25,,,
2024-01-06 12:00:00,Denver,39.0,,,
2024-01-06 13:00:00,Denver,40.0,,,
2024-01-06 14:00:00,Denver,40.0,,,
2024-01-06 15:00:00,Denver,38.75,,,
2024-01-06 16:00:00,Denver,36.25,7.0125,,
2024-01-06 17:00:00,Denver,35.25,,,
2024-01-06 18:00:00,Denver,34.0,,,
2024-01-06 19:00:00,Denver,33.5,,,
2024-01-06 20:00:00,Denver,33.5,,,
2024-01-06 21:00:00,Denver,32.25,,,
2024-01-06 22:00:00,Denver,29.25,,,
2024-01-06 23:00:00,Denver,28.25,,,
2024-01-07 00:00:00,Denver,28.25,6.096875,44.0,
2024-01-07 01:00:00,Denver,27.5,,,
2024-01-07 02:00:00,Denver,26.75,,,
2024-01-07 03:00:00,Denver,25.25,,,
2024-01-07 04:00:00,Denver,24.0,,,
2024-01-07 05:00:00,Denver,23.25,,,
2024-01-07 06:00:00,Denver,23.0,,,
2024-01-07 07:00:00,Denver,24.25,,,
2024-01-07 08:00:00,Denver,25.75,4.175,,
2024-01-07 09:00:00,Denver,27.5,,,
2024-01-07 10:00:00,Denver,30.25,,,
2024-01-07 11:00:00,Denver,33.0,,,
2024-01-07 12:00:00,Denver,34.0,,,
2024-01-07 13:00:00,Denver,36.0,,,
2024-01-07 14:00:00,Denver,36.0,,,
2024-01-07 15:00:00,Denver,35.0,,,
2024-01-07 16:00:00,Denver,34.5,5.0718749999999995,,
2024-01-07 17:00:00,Denver,33.75,,,
2024-01-07 18:00:00,Denver,33.75,,,
2024-01-07 19:00:00,Denver,32.75,,,
2024-01-07 20:00:00,Denver,32.5,,,
2024-01-07 21:00:00,Denver,29.5,,,
2024-01-07 22:00:00,Denver,28.5,,,
2024-01-07 23:00:00,Denver,27.75,,,
2024-01-08 00:00:00,Denver,27.0,4.6000000000000005,42.0,
2024-01-08 01:00:00,Denver,26.25,,,
2024-01-08 02:00:00,Denver,25.0,,,
2024-01-08 03:00:00,Denver,23.0,,,
2024-01-08 04:00:00,Denver,21.75,,,
2024-01-08 05:00:00,Denver,22.25,,,
2024-01-08 06:00:00,Denver,21.5,,,
2024-01-08 07:00:00,Denver,21.0,,,
2024-01-08 08:00:00,Denver,20.25,4.409375,,
2024-01-08 09:00:00,Denver,21.0,,,
2024-01-08 10:00:00,Denver,23.0,,,
2024-01-08 11:00:00,Denver,25.25,,,
2024-01-08 12:00:00,Denver,27.0,,,
2024-01-08 13:00:00,Denver,28.75,,,
2024-01-08 14:00:00,Denver,29.75,,,
2024-01-08 15:00:00,Denver,29.0,,,
2024-01-08 16:00:00,Denver,28.0,7.821875,,
2024-01-08 17:00:00,Denver,27.25,,,
2024-01-08 18:00:00,Denver,25.75,,,
2024-01-08 19:00:00,Denver,24.0,,,
2024-01-08 20:00:00,Denver,21.75,,,
2024-01-08 21:00:00,Denver,20.0,,,
2024-01-08 22:00:00,Denver,18.25,,,
2024-01-08 23:00:00,Denver,17.5,,,
2024-01-09 00:00:00,Denver,15.5,7.05625,55.0,0.022439024390243905
2024-01-09 01:00:00,Denver,14.75,,,
2024-01-09 02:00:00,Denver,15.5,,,
2024-01-09 03:00:00,Denver,16.0,,,
2024-01-09 04:00:00,Denver,16.0,,,
2024-01-09 05:00:00,Denver,16.25,,,
2024-01-09 06:00:00,Denver,16.75,,,
2024-01-09 07:00:00,Denver,17.75,,,
2024-01-09 08:00:00,Denver,21.75,7.48125,,
2024-01-09 09:00:00,Denver,28.25,,,
2024-01-09 10:00:00,Denver,37.75,,,
2024-01-09 11:00:00,Denver,42.25,,,
2024-01-09 12:00:00,Denver,42.75,,,
2024-01-09 13:00:00,Denver,43.0,,,
2024-01-09 14:00:00,Denver,44.5,,,
2024-01-09 15:00:00,Denver,47.5,,,
2024-01-09 16:00:00,Denver,45.75,2.659375,,
