date_time,record_id,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone
2021-01-01 15:30:00,USA_AGR,3.0,2,1,2,-2.3454157782516
2021-01-02 16:00:00,USA_AGR,3.0,3,1,3,0.33277870216306
2021-01-03 02:00:00,USA_AGR,-2.0,2,1,2,-1.11524163568774
2021-01-03 05:00:00,USA_AGR,1.9,1,1,1,1.17845117845118
2021-01-03 17:45:00,USA_AGR,0.4,2,1,2,0.78125
2021-01-03 22:15:00,USA_AGR,1.0,6,1,6,-1.48514851485148
2021-01-04 04:00:00,USA_AGR,-2.0,2,1,2,0.35714285714286
2021-01-04 05:45:00,USA_AGR,3.4,1,1,1,-2.30680507497117
2021-01-04 11:30:00,USA_AGR,7.0,1,1,1,0.15360983102918
2021-01-04 16:30:00,USA_AGR,1.0,2,1,2,0.0
2021-01-04 18:45:00,USA_AGR,0.0,2,1,2,1.8359853121175
2021-01-04 19:45:00,USA_AGR,7.0,5,1,5,1.26582278481013
2021-01-04 20:30:00,USA_AGR,1.9,2,1,2,0.13291980505095
2021-01-04 21:00:00,USA_AGR,0.4,2,1,2,-3.71621621621621
2021-01-04 21:45:00,USA_AGR,1.9,2,1,2,-0.469483568075115
2021-01-04 22:00:00,USA_AGR,-7.0,2,1,2,-4.19354838709678
2021-01-04 22:45:00,USA_AGR,4.45,4,2,4,-0.7076635645798051
2021-01-04 23:00:00,USA_AGR,2.3,4,2,4,0.8998599439775901
2021-01-04 23:45:00,USA_AGR,2.65,38,5,38,-1.08383577375825
2021-01-05 00:00:00,USA_AGR,2.4,24,4,24,-0.6012084744650434
2021-01-05 00:30:00,USA_AGR,3.0,2,1,2,0.59523809523809
2021-01-05 01:15:00,USA_AGR,1.9,2,1,2,1.08108108108108
2021-01-05 01:30:00,USA_AGR,6.0,6,1,6,1.81518151815182
2021-01-05 02:30:00,USA_AGR,7.0,2,1,2,-2.67175572519084
2021-01-05 03:00:00,USA_AGR,3.5,6,1,6,1.14285714285714
2021-01-05 15:15:00,USA_AGR,-7.0,2,1,2,-4.08805031446541
2021-01-05 16:45:00,USA_AGR,7.4,6,1,6,1.71149144254279
2021-01-05 17:00:00,USA_AGR,4.0,4,1,4,-2.1505376344086
2021-01-05 17:30:00,USA_AGR,-0.4,2,1,2,-0.59642147117296
2021-01-05 19:15:00,USA_AGR,1.9,2,1,2,0.0
2021-01-05 21:15:00,USA_AGR,2.8,2,1,2,0.0
2021-01-06 01:00:00,USA_AGR,-4.4,1,1,1,-1.98915009041591
2021-01-06 01:30:00,USA_AGR,2.8,2,1,2,2.41545893719807
2021-01-06 01:45:00,USA_AGR,4.0,2,1,2,4.65116279069767
2021-01-06 08:00:00,USA_AGR,-10.0,2,1,2,0.11792452830189
2021-01-06 08:45:00,USA_AGR,5.0,1,1,1,-2.08144796380091
2021-01-06 14:00:00,USA_AGR,7.0,2,1,2,-2.41379310344828
2021-01-06 14:15:00,USA_AGR,7.0,5,1,5,1.27758420441347
2021-01-06 15:15:00,USA_AGR,1.9,2,1,2,-1.91693290734824
2021-01-06 16:00:00,USA_AGR,2.7,13,3,13,2.14937764379832
2021-01-06 16:30:00,USA_AGR,1.0,2,1,2,0.806451612903226
2021-01-06 18:00:00,USA_AGR,5.0,3,1,3,1.60427807486631
2021-01-06 19:00:00,USA_AGR,1.0,2,1,2,0.52966101694915
2021-01-07 02:15:00,USA_AGR,0.0,2,1,2,-0.18248175182482
2021-01-07 05:30:00,USA_AGR,7.4,6,1,6,3.75
2021-01-07 08:45:00,USA_AGR,4.0,2,1,2,0.992555831265511
2021-01-07 11:30:00,USA_AGR,3.4,2,1,2,2.68656716417911
2021-01-07 12:00:00,USA_AGR,-5.0,3,1,3,-1.76522506619594
2021-01-07 13:30:00,USA_AGR,3.0,1,1,1,-2.58114978490419
2021-01-07 15:00:00,USA_AGR,-9.0,1,1,1,-18.452380952381
2021-01-07 15:45:00,USA_AGR,-0.4,2,1,2,-1.62162162162162
2021-01-07 16:00:00,USA_AGR,1.0,2,1,2,-2.75862068965518
2021-01-07 19:15:00,USA_AGR,0.0,2,1,2,-5.91497227356747
2021-01-07 19:45:00,USA_AGR,4.0,2,1,2,2.74963820549927
2021-01-07 21:30:00,USA_AGR,0.0,1,1,1,-1.6548463356974
2021-01-08 13:15:00,USA_AGR,4.0,2,1,2,2.82131661442007
2021-01-08 15:45:00,USA_AGR,2.8,1,1,1,2.23152022315202
2021-01-08 17:45:00,USA_AGR,-4.0,1,1,1,1.19047619047619
2021-01-08 18:00:00,USA_AGR,3.5,1,1,1,-7.86163522012579
2021-01-08 23:30:00,USA_AGR,1.9,2,1,2,2.28578267113452
2021-01-09 01:00:00,USA_AGR,4.0,2,1,2,-2.01271186440678
2021-01-09 04:15:00,USA_AGR,5.2,1,1,1,-2.95774647887324
2021-01-09 06:45:00,USA_AGR,4.0,2,1,2,5.64304461942257
2021-01-09 18:30:00,USA_AGR,3.0,3,1,3,0.96385542168675
2021-01-10 00:15:00,USA_AGR,1.0,2,1,2,-7.5829383886256
2021-01-10 08:45:00,USA_AGR,5.2,2,1,2,0.59701492537314
2021-01-10 14:30:00,USA_AGR,3.0,3,1,3,1.30151843817788
2021-01-10 20:30:00,USA_AGR,3.4,2,1,2,1.53061224489796
2021-01-10 21:45:00,USA_AGR,4.65,8,2,8,-1.229459978822705
2021-01-11 13:45:00,USA_AGR,-0.4,8,1,8,1.32450331125828
2021-01-11 16:15:00,USA_AGR,7.4,6,1,6,2.64317180616741
2021-01-11 17:15:00,USA_AGR,2.8,1,1,1,-2.66412940057088
2021-01-11 19:45:00,USA_AGR,-5.0,1,1,1,-6.50095602294455
2021-01-11 20:45:00,USA_AGR,5.0,8,1,8,-5.08130081300813
2021-01-11 22:30:00,USA_AGR,-2.0,2,1,2,-6.03015075376884
2021-01-12 02:45:00,USA_AGR,-2.0,2,1,2,-6.45161290322581
2021-01-12 10:15:00,USA_AGR,7.4,6,1,6,3.07692307692308
2021-01-12 13:00:00,USA_AGR,4.0,2,1,2,0.65502183406113
2021-01-12 13:30:00,USA_AGR,0.0,1,1,1,-3.74707259953162
2021-01-12 13:45:00,USA_AGR,-2.0,2,1,2,-2.59467040673211
2021-01-12 14:30:00,USA_AGR,-2.0,2,1,2,-4.14201183431953
2021-01-12 15:30:00,USA_AGR,2.8,1,1,1,-2.81690140845071
2021-01-12 17:15:00,USA_AGR,3.4,2,1,2,1.86688311688312
2021-01-12 22:45:00,USA_AGR,5.0,6,1,6,0.403225806451614
2021-01-12 23:30:00,USA_AGR,3.0,2,1,2,-3.60480640854473
2021-01-13 04:00:00,USA_AGR,0.0,1,1,1,-3.6697247706422
2021-01-13 07:45:00,USA_AGR,3.4,1,1,1,2.29508196721311
2021-01-13 13:00:00,USA_AGR,0.0,4,1,4,-0.2092050209205
2021-01-13 13:45:00,USA_AGR,4.0,6,1,6,2.44988864142539
2021-01-13 14:30:00,USA_AGR,0.0,2,1,2,0.1639344262295
2021-01-13 14:45:00,USA_AGR,7.4,3,1,3,4.5945945945946
2021-01-13 18:15:00,USA_AGR,0.0,2,1,2,-0.43541364296081
2021-01-13 18:30:00,USA_AGR,-2.0,2,1,2,1.98300283286119
2021-01-13 19:30:00,USA_AGR,7.0,1,1,1,3.03867403314917
2021-01-13 21:15:00,USA_AGR,1.9,2,1,2,-0.492610837438423
2021-01-13 23:15:00,USA_AGR,7.4,6,1,6,3.27102803738318
2021-01-14 06:00:00,USA_AGR,1.9,2,1,2,0.46012269938651
2021-01-14 07:00:00,USA_AGR,-10.0,2,1,2,1.49892933618844
2021-01-14 08:30:00,USA_AGR,3.4,6,1,6,8.91840607210626
2021-01-14 08:45:00,USA_AGR,1.0,2,1,2,-0.73081607795371
2021-01-14 14:00:00,USA_AGR,1.9,2,1,2,5.30864197530864
2021-01-14 14:45:00,USA_AGR,0.0,1,1,1,1.0989010989011
2021-01-14 15:45:00,USA_AGR,2.3,3,2,3,-0.206530291109362
2021-01-14 16:15:00,USA_AGR,7.4,6,1,6,3.07692307692308
2021-01-14 17:45:00,USA_AGR,-10.0,7,1,7,0.63291139240506
2021-01-14 19:00:00,USA_AGR,-10.0,2,1,2,-2.94906166219839
2021-01-14 20:00:00,USA_AGR,-1.55,3,2,3,-0.7636367710994599
2021-01-14 21:15:00,USA_AGR,1.9,5,1,5,2.66222961730449
2021-01-14 21:45:00,USA_AGR,0.4,2,1,2,-3.01507537688442
2021-01-14 22:30:00,USA_AGR,-4.4,2,1,2,-6.3013698630137
2021-01-15 02:00:00,USA_AGR,-2.0,2,1,2,-4.18943533697632
2021-01-15 09:45:00,USA_AGR,7.0,6,1,6,1.12485939257593
2021-01-15 12:00:00,USA_AGR,-10.0,2,1,2,0.72332730560579
2021-01-15 13:45:00,USA_AGR,2.8,1,1,1,-1.40969162995595
2021-01-15 14:00:00,USA_AGR,3.4,2,1,2,1.81086519114688
2021-01-15 17:45:00,USA_AGR,3.0,1,1,1,-2.75423728813559
2021-01-15 18:45:00,USA_AGR,0.4,6,1,6,-6.66666666666667
2021-01-15 19:00:00,USA_AGR,7.0,3,1,3,4.34782608695652
2021-01-15 21:00:00,USA_AGR,3.0,2,1,2,-1.12994350282485
2021-01-16 01:00:00,USA_AGR,3.4,2,1,2,2.43204577968527
