date_time,record_id,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone
2021-01-03 01:45:00,AUS_LAB,4.0,10,1,10,0.0864304235090803
2021-01-06 23:00:00,AUS_LAB,-2.0,2,1,2,-4.36129032258065
2021-01-08 06:00:00,AUS_LAB,1.9,2,1,2,-3.62139917695474
2021-01-09 14:15:00,AUS_LAB,0.0,10,1,10,-3.57698289269051
2021-01-10 19:00:00,AUS_LAB,1.0,6,1,6,-1.19610570236439
2021-01-12 01:30:00,AUS_LAB,0.0,3,1,3,-2.05183585313175
2021-01-12 05:30:00,AUS_LAB,3.0,4,1,4,-4.13589364844904
2021-01-13 12:45:00,AUS_LAB,1.9,4,2,4,-0.380740704950115
2021-01-13 19:30:00,AUS_LAB,3.4,10,1,10,-0.69444444444444
2021-01-14 00:15:00,AUS_LAB,3.4,10,1,10,-0.69444444444444
2021-01-17 21:45:00,AUS_LAB,1.9,3,1,3,-6.10021786492375
2021-01-17 23:30:00,AUS_LAB,5.0,2,1,2,1.29549660703269
2021-01-19 06:45:00,AUS_LAB,-10.0,2,1,2,6.03290676416819
2021-01-21 16:15:00,AUS_LAB,-5.0,2,1,2,-3.67231638418079
2021-01-29 07:15:00,AUS_LAB,3.0,10,1,10,-1.79533213644524
2021-01-29 08:30:00,AUS_LAB,0.4,2,1,2,3.67647058823529
2021-02-01 06:45:00,AUS_LAB,0.0,6,1,6,-3.1278748850046
2021-02-02 13:45:00,AUS_LAB,4.0,2,1,2,1.94986072423398
2021-02-03 20:15:00,AUS_LAB,-0.4,9,3,9,1.46198830409357
2021-02-03 21:00:00,AUS_LAB,5.0,3,1,3,1.91387559808613
2021-02-04 00:00:00,AUS_LAB,3.4,6,1,6,-2.20183486238532
2021-02-04 00:15:00,AUS_LAB,-0.4,3,1,3,1.46198830409357
2021-02-04 01:30:00,AUS_LAB,2.8,8,1,8,-0.60606060606061
2021-02-04 03:00:00,AUS_LAB,5.0,3,1,3,1.91387559808613
2021-02-04 22:30:00,AUS_LAB,5.0,3,1,3,2.79937791601866
2021-02-05 02:00:00,AUS_LAB,2.8,8,1,8,-1.20967741935484
2021-02-05 05:00:00,AUS_LAB,0.0,6,1,6,-1.83574879227053
2021-02-06 00:45:00,AUS_LAB,3.4,6,1,6,-2.27272727272727
2021-02-07 10:45:00,AUS_LAB,2.3,6,2,6,1.488976377952755
2021-02-08 03:45:00,AUS_LAB,3.0,6,1,6,0.64557779212395
2021-02-08 05:00:00,AUS_LAB,7.0,10,1,10,-5.39568345323741
2021-02-08 06:15:00,AUS_LAB,0.0,3,1,3,-3.97727272727272
2021-02-08 06:30:00,AUS_LAB,0.0,3,1,3,-19.3548387096774
2021-02-08 07:00:00,AUS_LAB,0.0,1,1,1,-3.91156462585034
2021-02-08 20:30:00,AUS_LAB,5.0,3,1,3,1.31147540983607
2021-02-08 23:00:00,AUS_LAB,3.4,6,1,6,-6.7524115755627
2021-02-09 00:15:00,AUS_LAB,0.0,3,1,3,-3.97923875432526
2021-02-09 04:45:00,AUS_LAB,3.0,6,1,6,0.50729232720355
2021-02-09 21:00:00,AUS_LAB,3.0,6,1,6,-8.56164383561647
2021-02-10 02:15:00,AUS_LAB,1.9,1,1,1,-1.58415841584159
2021-02-10 19:00:00,AUS_LAB,3.0,6,1,6,0.50729232720355
2021-02-12 02:00:00,AUS_LAB,-3.0,9,2,9,-7.063729151107769
2021-02-14 09:00:00,AUS_LAB,1.9,10,1,10,-0.28653295128939
2021-02-15 05:00:00,AUS_LAB,3.0,3,1,3,-4.56570155902004
2021-02-16 00:30:00,AUS_LAB,2.8,8,1,8,-8.72483221476514
2021-02-16 01:15:00,AUS_LAB,-2.0,1,1,1,2.0
2021-02-16 04:00:00,AUS_LAB,-4.0,4,1,4,-1.437125748503
2021-02-16 07:15:00,AUS_LAB,4.0,5,1,5,2.31884057971014
2021-02-16 10:00:00,AUS_LAB,-6.5,3,1,3,-3.31950207468879
2021-02-17 01:15:00,AUS_LAB,4.0,16,1,10,-0.58565153733528
2021-02-17 17:30:00,AUS_LAB,1.9,2,1,2,-0.88888888888889
2021-02-18 12:45:00,AUS_LAB,1.9,2,1,2,-0.88495575221239
2021-02-19 01:45:00,AUS_LAB,0.0,3,1,3,-4.10557184750733
2021-02-21 08:00:00,AUS_LAB,3.5,1,1,1,1.64888457807954
2021-02-23 05:30:00,AUS_LAB,8.0,6,1,6,-0.17714791851196
2021-02-23 07:15:00,AUS_LAB,1.0,4,1,4,-3.25097529258777
2021-02-23 21:30:00,AUS_LAB,-5.0,2,1,2,-2.24358974358975
2021-02-23 22:00:00,AUS_LAB,1.9,1,1,1,-1.56028368794326
2021-02-24 05:15:00,AUS_LAB,3.0,6,1,6,0.77071290944124
2021-02-24 08:15:00,AUS_LAB,3.0,6,1,6,-0.15898251192369
2021-02-25 08:45:00,AUS_LAB,1.9,10,1,10,-0.28169014084507
2021-02-26 08:30:00,AUS_LAB,2.8,2,1,2,-1.59817351598174
2021-02-26 14:00:00,AUS_LAB,0.0,2,1,2,-4.9079754601227
2021-02-26 15:15:00,AUS_LAB,0.0,1,1,1,-4.53115166771555
2021-03-01 03:15:00,AUS_LAB,-6.5,10,1,10,-3.63864491844417
2021-03-03 08:45:00,AUS_LAB,7.4,1,1,1,-0.14144271570014
