date_time,record_id,act_on_bike,act_in_vehicle,act_still,loc_home_duration,loc_study_duration,loc_workout_duration,sleep_duration,unlock_num_ep_0,act_walking
2017-09-07,a23be0935798553a76b4e74cfc1740f1,,,1201.0,,,,870.0,,239.0
2017-09-08,a23be0935798553a76b4e74cfc1740f1,,,1137.0,,,,435.0,67,303.0
2017-09-09,a23be0935798553a76b4e74cfc1740f1,,,1158.0,,,,330.0,100,282.0
2017-09-10,a23be0935798553a76b4e74cfc1740f1,,,1202.0,,,,435.0,74,235.0
2017-09-11,a23be0935798553a76b4e74cfc1740f1,,,1225.0,210.0,302.0,,525.0,74,213.0
2017-09-12,a23be0935798553a76b4e74cfc1740f1,,,1284.0,300.0,360.0,,375.0,91,155.0
2017-09-13,a23be0935798553a76b4e74cfc1740f1,,,1258.0,520.0,715.0,,420.0,60,182.0
2017-09-14,a23be0935798553a76b4e74cfc1740f1,,,1252.0,624.0,420.0,,390.0,73,188.0
2017-09-15,a23be0935798553a76b4e74cfc1740f1,,,1010.0,624.0,241.0,,405.0,69,430.0
2017-09-16,a23be0935798553a76b4e74cfc1740f1,,8.0,1172.0,874.0,130.0,,405.0,77,260.0
2017-09-17,a23be0935798553a76b4e74cfc1740f1,,,1241.0,800.0,310.0,,315.0,100,199.0
2017-09-18,a23be0935798553a76b4e74cfc1740f1,,,1268.0,797.0,280.0,,465.0,60,172.0
2017-09-19,a23be0935798553a76b4e74cfc1740f1,,,1293.0,709.0,272.0,,435.0,53,147.0
2017-09-20,a23be0935798553a76b4e74cfc1740f1,,,1231.0,714.0,336.0,,510.0,70,209.0
2017-09-21,a23be0935798553a76b4e74cfc1740f1,,,1232.0,710.0,460.0,,615.0,94,208.0
2017-09-22,a23be0935798553a76b4e74cfc1740f1,,48.0,1109.0,530.0,190.0,,300.0,91,282.0
2017-09-23,a23be0935798553a76b4e74cfc1740f1,,,1110.0,650.0,90.0,88.0,300.0,81,330.0
2017-09-24,a23be0935798553a76b4e74cfc1740f1,,,1235.0,888.0,270.0,,405.0,91,203.0
2017-09-25,a23be0935798553a76b4e74cfc1740f1,,,1272.0,660.0,600.0,,375.0,74,167.0
2017-09-26,a23be0935798553a76b4e74cfc1740f1,,,1352.0,780.0,470.0,,420.0,75,88.0
2017-09-27,a23be0935798553a76b4e74cfc1740f1,,,1169.0,629.0,340.0,,360.0,87,271.0
2017-09-28,a23be0935798553a76b4e74cfc1740f1,,,1322.0,626.0,587.0,,420.0,70,118.0
2017-09-29,a23be0935798553a76b4e74cfc1740f1,,43.0,1048.0,658.0,260.0,,360.0,96,349.0
2017-09-30,a23be0935798553a76b4e74cfc1740f1,,,1127.0,991.0,,,405.0,83,312.0
2017-10-01,a23be0935798553a76b4e74cfc1740f1,,,1221.0,940.0,90.0,,435.0,89,219.0
