date_time,volume,open,high,low,close,adj close,record_id
2009-11-10,7094100,62.16999816894531,62.93999862670898,61.93000030517578,62.08000183105469,44.8922233581543,PEP
2009-11-11,4714300,62.34000015258789,62.68000030517578,62.08000183105469,62.59999847412109,45.26824951171875,PEP
2009-11-12,8474900,62.4900016784668,62.75,61.09999847412109,61.27000045776367,44.30647659301758,PEP
2009-11-13,6411100,61.630001068115234,62.130001068115234,61.34999847412109,61.93999862670898,44.79096603393555,PEP
2009-11-16,4966800,62.209999084472656,62.4900016784668,61.93999862670898,62.43000030517578,45.14530563354492,PEP
2009-11-17,4362400,62.41999816894531,62.630001068115234,62.02999877929688,62.59999847412109,45.26824951171875,PEP
2009-11-18,3952300,62.43999862670898,62.5099983215332,61.810001373291016,62.29999923706055,45.051300048828125,PEP
2009-11-19,4390400,62.09999847412109,62.09999847412109,61.34999847412109,61.880001068115234,44.747596740722656,PEP
2009-11-20,5314600,61.66999816894531,62.310001373291016,61.43000030517578,62.08000183105469,44.8922233581543,PEP
2009-11-23,5009400,62.459999084472656,62.9900016784668,62.2599983215332,62.4900016784668,45.18870162963867,PEP
2009-11-24,4139700,62.619998931884766,62.650001525878906,62.130001068115234,62.5,45.195926666259766,PEP
2009-11-25,4672600,62.52999877929688,63.27000045776367,62.4900016784668,63.18999862670898,45.69488525390625,PEP
2009-11-27,3416000,62.2400016784668,62.54999923706055,61.75,62.29999923706055,45.051300048828125,PEP
2009-11-30,7252700,62.63999938964844,62.83000183105469,62.150001525878906,62.220001220703125,44.99346160888672,PEP
2009-12-01,6887700,62.68000030517578,63.93000030517578,62.4900016784668,63.869998931884766,46.18663024902344,PEP
2009-12-02,6195800,63.5,63.7400016784668,63.16999816894531,63.650001525878906,46.35414123535156,PEP
2009-12-03,6406200,63.58000183105469,63.59000015258789,62.66999816894531,62.7599983215332,45.70596694946289,PEP
2009-12-04,8907000,63.18000030517578,64.0,63.08000183105469,63.84999847412109,46.49978256225586,PEP
2009-12-07,6259700,63.70000076293945,64.4800033569336,63.560001373291016,64.2300033569336,46.77653503417969,PEP
2009-12-08,6161600,64.08999633789062,64.08999633789062,63.150001525878906,63.47999954223633,46.23032379150391,PEP
2009-12-09,20222300,62.08000183105469,62.38999938964844,60.7599983215332,61.79999923706055,45.006832122802734,PEP
2009-12-10,8512500,62.150001525878906,62.630001068115234,61.66999816894531,61.84000015258789,45.03596496582031,PEP
2009-12-11,8249600,61.84999847412109,62.380001068115234,61.18000030517578,61.27000045776367,44.6208610534668,PEP
2009-12-14,7437800,61.70000076293945,61.77000045776367,60.86000061035156,60.97999954223633,44.4096565246582,PEP
2009-12-15,7656600,61.0099983215332,61.38999938964844,60.400001525878906,60.9900016784668,44.41695022583008,PEP
2009-12-16,8127400,61.18000030517578,61.68999862670898,60.619998931884766,60.68000030517578,44.1911735534668,PEP
2009-12-17,8336100,60.63999938964844,60.63999938964844,60.040000915527344,60.040000915527344,43.72509765625,PEP
2009-12-18,18604200,59.91999816894531,59.91999816894531,58.77000045776367,59.47999954223633,43.31726837158203,PEP
2009-12-21,7973000,59.720001220703125,60.72999954223633,59.59999847412109,60.47999954223633,44.045528411865234,PEP
2009-12-22,6026000,60.56999969482422,60.790000915527344,60.25,60.630001068115234,44.15475845336914,PEP
2009-12-23,3829000,60.869998931884766,60.869998931884766,60.25,60.68000030517578,44.1911735534668,PEP
2009-12-24,1502900,60.65999984741211,60.959999084472656,60.400001525878906,60.959999084472656,44.39509201049805,PEP
2009-12-28,4364200,61.18999862670898,61.25,60.869998931884766,61.15999984741211,44.540748596191406,PEP
2009-12-29,3787000,61.290000915527344,61.59000015258789,61.09999847412109,61.09999847412109,44.497047424316406,PEP
2009-12-30,3779400,61.0,61.45000076293945,60.869998931884766,61.310001373291016,44.64999771118164,PEP
2009-12-31,3316300,61.25,61.43999862670898,60.7599983215332,60.79999923706055,44.27857971191406,PEP
2010-01-04,6585900,61.18999862670898,61.52000045776367,60.63999938964844,61.2400016784668,44.5990104675293,PEP
2010-01-05,8886000,61.0,62.09999847412109,60.900001525878906,61.97999954223633,45.137916564941406,PEP
2010-01-06,9998000,61.9900016784668,62.470001220703125,61.22999954223633,61.36000061035156,44.68639755249024,PEP
2010-01-07,10792000,61.34999847412109,61.380001068115234,60.52999877929688,60.970001220703125,44.402374267578125,PEP
2010-01-08,8674700,60.7599983215332,60.81999969482422,60.27000045776367,60.77000045776367,44.25672912597656,PEP
2010-01-11,6461200,60.68000030517578,60.810001373291016,60.09999847412109,60.70000076293945,44.20573806762695,PEP
2010-01-12,9081800,60.52000045776367,61.68000030517578,60.5,61.54999923706055,44.82478332519531,PEP
2010-01-13,7380100,61.40999984741211,62.34000015258789,61.40999984741211,62.04999923706055,45.18889999389648,PEP
2010-01-14,7211600,62.02000045776367,62.91999816894531,61.7599983215332,62.79999923706055,45.73510360717773,PEP
2010-01-15,8361200,62.61000061035156,62.90999984741211,61.81999969482422,62.290000915527344,45.36368942260742,PEP
2010-01-19,5615800,62.22999954223633,62.40999984741211,61.970001220703125,62.33000183105469,45.39282989501953,PEP
2010-01-20,5606000,62.09000015258789,62.150001525878906,61.43999862670898,61.95000076293945,45.11607360839844,PEP
2010-01-21,7121500,62.0099983215332,62.15999984741211,60.7400016784668,60.93999862670898,44.38053131103516,PEP
2010-01-22,7229000,60.75,61.2400016784668,60.310001373291016,60.38999938964844,43.97998809814453,PEP
2010-01-25,4903800,60.70000076293945,60.70000076293945,60.08000183105469,60.22999954223633,43.86346435546875,PEP
2010-01-26,5001700,60.09999847412109,60.52999877929688,59.81999969482422,60.25,43.878028869628906,PEP
2010-01-27,6145900,60.04999923706055,60.38999938964844,59.59999847412109,60.290000915527344,43.90716171264648,PEP
2010-01-28,9285900,60.29999923706055,60.5,59.5,59.7400016784668,43.50661087036133,PEP
2010-01-29,8127200,59.84000015258789,60.36000061035156,59.119998931884766,59.619998931884766,43.419219970703125,PEP
2010-02-01,7303200,59.93000030517578,60.75,59.52000045776367,60.70000076293945,44.20573806762695,PEP
2010-02-02,6296700,60.68000030517578,61.27999877929688,60.34000015258789,61.150001525878906,44.53347396850586,PEP
2010-02-03,4863000,60.91999816894531,61.400001525878906,60.560001373291016,61.290000915527344,44.63542175292969,PEP
2010-02-04,6920300,60.83000183105469,60.93000030517578,59.619998931884766,59.63999938964844,43.433780670166016,PEP
2010-02-05,7347800,59.5099983215332,59.790000915527344,58.95000076293945,59.5099983215332,43.33910369873047,PEP
2010-02-08,7047700,59.59999847412109,59.65999984741211,58.75,58.959999084472656,42.93856048583984,PEP
2010-02-09,7940200,59.290000915527344,60.47999954223633,59.290000915527344,60.04999923706055,43.732364654541016,PEP
2010-02-10,10917200,59.959999084472656,60.66999816894531,59.5099983215332,60.380001068115234,43.97270584106445,PEP
2010-02-11,14391100,60.869998931884766,61.70000076293945,60.5,61.18999862670898,44.56259536743164,PEP
2010-02-12,8566800,61.060001373291016,61.220001220703125,60.4900016784668,60.91999816894531,44.36596298217773,PEP
2010-02-16,6930800,61.02999877929688,61.45000076293945,60.5,61.310001373291016,44.64999771118164,PEP
2010-02-17,6703500,61.47999954223633,62.20000076293945,61.25,62.11000061035156,45.23260498046875,PEP
2010-02-18,6942900,61.970001220703125,62.720001220703125,61.970001220703125,62.52999877929688,45.53846740722656,PEP
2010-02-19,6416500,62.31999969482422,62.91999816894531,61.97999954223633,62.65999984741211,45.63314437866211,PEP
2010-02-22,4709500,62.68999862670898,62.869998931884766,62.09999847412109,62.40999984741211,45.45107269287109,PEP
2010-02-23,5159400,62.220001220703125,62.47999954223633,61.70000076293945,61.77999877929688,44.99227142333984,PEP
2010-02-24,6888100,61.97999954223633,62.15999984741211,61.58000183105469,62.08000183105469,45.21075439453125,PEP
2010-02-25,8074100,61.5099983215332,62.34000015258789,61.02000045776367,62.29999923706055,45.3709602355957,PEP
2010-02-26,14785800,62.5,62.59000015258789,61.90999984741211,62.470001220703125,45.49476623535156,PEP
2010-03-01,9016500,62.650001525878906,63.58000183105469,62.470001220703125,63.43000030517578,46.19391632080078,PEP
2010-03-02,9527200,63.61000061035156,64.0,63.41999816894531,63.79999923706055,46.4633674621582,PEP
2010-03-03,8486300,63.81999969482422,64.2699966430664,63.79999923706055,63.97999954223633,46.92544555664063,PEP
2010-03-04,7830600,64.43000030517578,64.5,63.959999084472656,64.11000061035156,47.02077865600586,PEP
2010-03-05,8448600,64.30000305175781,64.4800033569336,63.90999984741211,64.37000274658203,47.21148681640625,PEP
2010-03-08,5086300,64.2699966430664,64.45999908447266,63.79999923706055,64.1500015258789,47.05012512207031,PEP
2010-03-09,7655400,63.880001068115234,64.6500015258789,63.79999923706055,64.36000061035156,47.20414352416992,PEP
