date_time,record_id,temp,pm2_5,aqi,ozone
2024-01-01 00:00:00,Hillsborough,33.5,62.40833333333333,122.0,0.03045119047619046
2024-01-01 01:00:00,Hillsborough,33.5,,,
2024-01-01 02:00:00,Hillsborough,33.0,,,
2024-01-01 03:00:00,Hillsborough,33.0,,,
2024-01-01 04:00:00,Hillsborough,33.0,,,
2024-01-01 05:00:00,Hillsborough,32.0,,,
2024-01-01 06:00:00,Hillsborough,32.0,,,
2024-01-01 07:00:00,Hillsborough,32.0,,,
2024-01-01 08:00:00,Hillsborough,35.0,9.975,,
2024-01-01 09:00:00,Hillsborough,38.0,,,
2024-01-01 10:00:00,Hillsborough,41.5,,,
2024-01-01 11:00:00,Hillsborough,45.0,,,
2024-01-01 12:00:00,Hillsborough,47.0,,,
2024-01-01 13:00:00,Hillsborough,48.0,,,
2024-01-01 14:00:00,Hillsborough,48.0,,,
2024-01-01 15:00:00,Hillsborough,47.5,,,
2024-01-01 16:00:00,Hillsborough,45.0,5.3375,,
2024-01-01 17:00:00,Hillsborough,42.5,,,
2024-01-01 18:00:00,Hillsborough,40.5,,,
2024-01-01 19:00:00,Hillsborough,39.5,,,
2024-01-01 20:00:00,Hillsborough,38.5,,,
2024-01-01 21:00:00,Hillsborough,37.5,,,
2024-01-01 22:00:00,Hillsborough,37.0,,,
2024-01-01 23:00:00,Hillsborough,36.5,,,
2024-01-02 00:00:00,Hillsborough,36.0,4.8125,52.0,
2024-01-02 01:00:00,Hillsborough,35.5,,,
2024-01-02 02:00:00,Hillsborough,35.5,,,
2024-01-02 03:00:00,Hillsborough,35.0,,,
2024-01-02 04:00:00,Hillsborough,34.5,,,
2024-01-02 05:00:00,Hillsborough,33.5,,,
2024-01-02 06:00:00,Hillsborough,32.5,,,
2024-01-02 07:00:00,Hillsborough,32.5,,,
2024-01-02 08:00:00,Hillsborough,32.5,6.158333333333333,,
2024-01-02 09:00:00,Hillsborough,34.5,,,
2024-01-02 10:00:00,Hillsborough,38.0,,,
2024-01-02 11:00:00,Hillsborough,41.0,,,
2024-01-02 12:00:00,Hillsborough,43.5,,,
2024-01-02 13:00:00,Hillsborough,45.5,,,
2024-01-02 14:00:00,Hillsborough,47.5,,,
2024-01-02 15:00:00,Hillsborough,47.5,,,
2024-01-02 16:00:00,Hillsborough,45.0,8.983333333333334,,
2024-01-02 17:00:00,Hillsborough,41.0,,,
2024-01-02 18:00:00,Hillsborough,38.5,,,
2024-01-02 19:00:00,Hillsborough,36.5,,,
