date_time,record_id,n_flows,n_packets,n_bytes,n_dest_ip,tcp_udp_ratio,dir_ratio_packets,avg_duration,avg_ttl,connection_count,error_rate
2024-01-01 00:23:07,firewall-3127,31,1460,30304,26,0.3828597609519959,0.8253931371470117,34.22948325871149,225,32,0.0365194474889915
2024-01-01 01:46:13,firewall-3127,35,1117,24477,19,0.5666974384956952,0.4609505715472967,2.153515525960658,185,35,0.0252490716732202
2024-01-01 02:48:03,firewall-3127,36,1807,27790,28,0.8278296036332488,0.6610213778422371,2.209685071074869,74,30,0.0305352200959153
2024-01-01 03:58:39,firewall-3127,36,1296,23603,23,0.6333363056532619,0.6908856040261457,4.599391098972423,170,34,0.0147359830204662
2024-01-01 06:04:25,firewall-3127,49,1955,35779,31,0.930575303627049,0.208794381646855,12.901385823951651,104,41,0.0485168142107456
2024-01-01 06:18:52,firewall-3127,38,1296,20158,21,0.361958481063279,0.5466084867927481,0.3858100038688916,227,35,0.0336198215866461
2024-01-01 07:43:47,firewall-3127,37,1319,28441,18,0.7913454079813114,0.3385047209807867,3.919723804125369,101,39,0.0404944988255749
2024-01-01 07:58:42,firewall-3127,50,2269,36130,35,0.5167968193511007,0.2855288632587082,12.52270540307322,110,53,0.043426272408299
2024-01-01 10:06:50,firewall-3127,54,1995,33734,36,0.1370779931856022,0.5633597300516305,1.3671702776393062,139,52,0.0337934054795189
2024-01-01 10:58:18,firewall-3127,56,2553,43414,51,0.6956661119452591,0.8871294683616746,6.233097428369903,128,60,0.0042749809338325
2024-01-01 12:01:54,firewall-3127,46,1978,27143,29,0.1837881564497135,0.9330033883536268,11.366452609527864,202,47,0.0186772670519629
2024-01-01 12:19:55,firewall-3127,56,2543,39002,28,0.633052816237175,0.3013979173325017,22.323418335601808,63,45,0.007434663930387
2024-01-01 14:04:16,firewall-3127,65,3137,65447,57,0.248985644945981,0.2192680580053341,8.509544876124442,120,63,0.0291729765538752
2024-01-01 15:00:45,firewall-3127,79,2384,54333,38,0.3970735543694139,0.6516697463024124,14.054278544028916,247,73,0.03987235302666
2024-01-01 15:57:55,firewall-3127,60,2254,47943,41,0.4662843763719122,0.8175924506446948,5.0546073951817165,251,50,0.0115828965488324
2024-01-01 17:07:36,firewall-3127,88,2856,64819,51,0.6663723054234469,0.9323635963671286,2.4343054070308288,99,84,0.0414209923604557
2024-01-01 18:03:26,firewall-3127,39,1363,23793,22,0.7201712008751256,0.9099552077463012,0.933863134070742,61,44,0.0230936095151357
