date_time,record_id,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone
2021-01-05 14:30:00,CAN_AGR,0.0,2,1,2,-9.07928388746805
2021-01-11 20:15:00,CAN_AGR,0.0,1,1,1,0.0
2021-01-13 04:30:00,CAN_AGR,3.4,2,1,2,1.10864745011086
2021-01-15 02:00:00,CAN_AGR,6.0,2,1,2,-3.94922425952045
2021-01-15 06:00:00,CAN_AGR,3.0,20,1,10,-2.58620689655172
2021-01-15 12:00:00,CAN_AGR,3.4,10,1,10,1.76991150442478
2021-01-15 23:45:00,CAN_AGR,4.0,10,1,10,0.90180360721443
2021-01-16 22:00:00,CAN_AGR,1.9,10,1,10,0.0
2021-01-19 01:15:00,CAN_AGR,7.0,2,1,2,1.18203309692671
2021-01-19 14:00:00,CAN_AGR,-4.0,2,1,2,-1.85185185185185
2021-01-20 21:45:00,CAN_AGR,1.9,4,1,4,-1.28956623681125
2021-01-21 00:45:00,CAN_AGR,0.0,2,1,2,-2.2680412371134
2021-01-21 10:15:00,CAN_AGR,6.4,10,1,10,-0.13262599469496
2021-01-21 15:15:00,CAN_AGR,6.4,3,1,3,-0.13513513513513
2021-01-22 15:45:00,CAN_AGR,4.0,10,1,10,-1.14068441064639
2021-01-22 17:15:00,CAN_AGR,4.0,10,1,10,0.90817356205853
2021-01-24 20:00:00,CAN_AGR,6.4,3,1,3,-2.55754475703325
2021-01-25 15:00:00,CAN_AGR,-5.0,1,1,1,-1.64081145584725
2021-01-27 03:30:00,CAN_AGR,0.0,2,1,2,-6.10583446404342
2021-02-02 14:00:00,CAN_AGR,-4.0,5,1,5,1.0498687664042
2021-02-02 21:15:00,CAN_AGR,-4.4,8,1,8,-0.89126559714795
2021-02-04 00:00:00,CAN_AGR,3.4,10,1,10,8.7431693989071
2021-02-06 00:15:00,CAN_AGR,-5.0,2,1,2,0.0
2021-02-06 20:45:00,CAN_AGR,0.0,1,1,1,-7.5812274368231
2021-02-12 03:00:00,CAN_AGR,0.0,10,1,10,-3.29113924050633
2021-02-12 05:00:00,CAN_AGR,5.0,2,1,2,-1.4423076923077
2021-02-12 19:15:00,CAN_AGR,1.0,2,1,2,-0.43620501635769
2021-02-12 20:15:00,CAN_AGR,5.0,1,1,1,-0.5952380952381
2021-02-13 00:45:00,CAN_AGR,3.4,5,1,5,2.22222222222222
2021-02-14 23:15:00,CAN_AGR,-2.0,1,1,1,2.54065040650407
2021-02-15 01:15:00,CAN_AGR,0.0,2,1,2,3.125
2021-02-15 01:30:00,CAN_AGR,-5.0,1,1,1,-5.35183349851338
2021-02-15 12:15:00,CAN_AGR,3.0,3,1,3,-1.49253731343284
2021-02-16 03:00:00,CAN_AGR,7.0,2,1,2,0.0
2021-02-16 11:15:00,CAN_AGR,-6.5,2,1,2,-1.21527777777777
2021-02-16 19:45:00,CAN_AGR,7.4,2,1,2,2.27272727272727
2021-02-17 01:45:00,CAN_AGR,5.0,6,1,6,-1.86915887850467
2021-02-17 19:00:00,CAN_AGR,1.0,1,1,1,1.45631067961165
2021-02-18 00:30:00,CAN_AGR,-10.0,2,1,2,0.63357972544878
2021-02-18 15:00:00,CAN_AGR,3.4,10,2,10,2.20588235294117
2021-02-19 11:15:00,CAN_AGR,3.4,5,1,5,2.20588235294117
2021-02-20 01:00:00,CAN_AGR,0.0,3,1,3,-6.80507497116494
2021-02-22 12:15:00,CAN_AGR,-10.0,2,1,2,-4.68085106382979
2021-02-22 23:15:00,CAN_AGR,7.0,1,1,1,2.40384615384615
2021-02-23 22:45:00,CAN_AGR,3.0,6,1,6,1.06257378984651
2021-02-24 00:30:00,CAN_AGR,-5.0,7,1,7,3.23383084577115
2021-02-24 05:15:00,CAN_AGR,3.0,6,1,6,1.24688279301746
2021-02-24 07:45:00,CAN_AGR,-2.0,3,1,3,-6.41025641025641
2021-02-24 19:45:00,CAN_AGR,-2.0,4,1,4,-3.32480818414322
2021-02-25 22:45:00,CAN_AGR,3.0,2,1,2,-2.52100840336134
2021-02-26 17:15:00,CAN_AGR,-2.0,10,1,10,-6.01001669449082
2021-02-27 13:15:00,CAN_AGR,3.4,4,1,4,-0.76103500761035
2021-03-01 22:15:00,CAN_AGR,0.0,5,1,5,-1.03806228373703
2021-03-02 00:45:00,CAN_AGR,0.0,5,1,5,-1.03092783505155
2021-03-02 01:00:00,CAN_AGR,-5.0,6,1,6,-7.50507099391481
