date_time,record_id,n_flows,n_packets,n_bytes,n_dest_ip,tcp_udp_ratio,dir_ratio_packets,avg_duration,avg_ttl,connection_count,error_rate
2023-12-31 23:41:08,router-7669,123,1464,35905,4,0.8401129479319092,0.1799888334422751,11.817298991574305,142,146,0.0494221651408902
2024-01-01 02:02:27,router-7669,151,1237,24620,3,0.2099189599049875,0.700722697660142,0.9191749173219084,160,138,0.0363335815061924
2024-01-01 02:48:52,router-7669,333,3758,92315,11,0.2454562299008387,0.7404488116761594,10.597128880176609,37,344,0.0097262816374184
2024-01-01 02:58:07,router-7669,262,3094,59390,9,0.963981625188897,0.2962443595842311,10.914005299002492,106,248,0.0213399269826188
2024-01-01 03:21:02,router-7669,443,4132,90679,9,0.53230339772967,0.8186736425507432,10.256570730903478,42,482,0.0304098131383544
2024-01-01 05:13:49,router-7669,197,2841,42467,8,0.0290178668090195,0.8347937916236914,40.60778638933188,211,184,0.0287095083596884
2024-01-01 05:59:18,router-7669,435,3936,89117,11,0.4300280020894315,0.3857141403788143,12.53039369658555,54,431,0.0018253171786032
2024-01-01 06:55:03,router-7669,350,3806,69189,9,0.6575557729528744,0.4929036797193187,11.358815585556236,79,368,0.0092610546086663
2024-01-01 08:17:56,router-7669,382,4522,94160,13,0.1010273446558914,0.8827280509037562,18.80994417428022,81,327,0.0055152610535001
2024-01-01 10:17:13,router-7669,513,4695,87619,17,0.7948867322313473,0.7035794571025887,2.150910407793162,226,468,0.0088752322603492
2024-01-01 10:37:04,router-7669,357,4392,81582,11,0.3378006975414311,0.1094060702380769,24.0211682900514,230,332,0.0472317287359538
2024-01-01 12:42:02,router-7669,371,3957,85553,11,0.0801935471490236,0.7449626528797099,11.321590749786026,218,404,0.0430892962466456
2024-01-01 13:06:18,router-7669,573,7842,112663,17,0.2316531440983518,0.3397783381688641,13.491873574205776,39,608,0.0367654031062573
2024-01-01 14:22:48,router-7669,564,5715,116468,12,0.0235422335949984,0.8510441541190462,14.337012505239343,222,573,0.0070745853066771
2024-01-01 14:23:49,router-7669,571,4886,88360,18,0.4932690822169411,0.94994341925081,0.9891295717600592,124,604,0.0433807670906318
2024-01-01 17:22:36,router-7669,426,6201,112980,18,0.837662759644614,0.1493078434515472,3.3696925721357576,135,348,0.0291542795275869
2024-01-01 17:31:07,router-7669,548,4564,88562,14,0.0801745501040025,0.2458664577474516,31.62973806356544,89,461,0.0392369811092737
2024-01-01 18:53:14,router-7669,300,3594,54138,8,0.6106137870834926,0.0141077250796481,13.812644266131432,99,319,0.0232014984187879
2024-01-01 19:19:05,router-7669,264,2495,55062,7,0.0676278103927361,0.1838050838462704,2.31975008668178,244,313,0.0381054955117431
2024-01-01 20:55:48,router-7669,248,2942,55113,8,0.1862928094442837,0.0337155455556263,0.6330398572671301,247,293,0.0486022733339342
2024-01-01 22:12:28,router-7669,516,4638,78636,15,0.8638824067135652,0.53025083340217,2.0174940474764824,186,560,0.0248765956683005
2024-01-01 22:34:23,router-7669,253,2892,60234,6,0.3983813831718726,0.4764402978322828,1.6317678328744556,111,295,0.0166685869162973
2024-01-01 23:52:41,router-7669,357,4090,76168,9,0.4561799036901701,0.7726674707609215,8.430255102157792,139,304,0.0086164384297635
2024-01-02 00:51:53,router-7669,172,1882,35671,4,0.0729335553316053,0.5855826836676928,21.48059284267765,93,180,0.0135370351136887
2024-01-02 01:58:39,router-7669,310,2733,66368,8,0.951029339596732,0.1173872466178704,25.804812055892462,124,250,0.0149660846044687
2024-01-02 03:11:24,router-7669,272,3692,76267,8,0.1496649233135677,0.274495632278418,6.04103458586468,66,300,0.039755060364814
2024-01-02 03:59:58,router-7669,331,3443,55958,9,0.5937527654449531,0.1902778698513344,26.512408158525727,220,271,0.0336450506504535
2024-01-02 06:10:56,router-7669,217,2156,46190,8,0.6052427017232883,0.0973472995363708,17.78617165351859,167,212,0.0235565591505034
2024-01-02 06:58:12,router-7669,312,2573,55943,7,0.0917737930424593,0.5116422512257662,2.666285700573124,46,338,0.0074809268562248
2024-01-02 08:09:14,router-7669,295,2724,63809,7,0.5991381181660849,0.8220737921977989,8.569809449992078,45,341,0.0394629022618626
2024-01-02 08:59:35,router-7669,602,6654,107145,15,0.7110873338678235,0.5477150272642888,7.76421594681941,187,705,0.0022728960597713
2024-01-02 09:16:45,router-7669,329,4196,72011,8,0.1959303331841052,0.7944275461555497,7.545034284738469,40,323,0.0084603411995396
2024-01-02 12:15:01,router-7669,463,6142,92869,16,0.3143860804484781,0.8114237301189939,1.7424640971217114,193,531,0.0266577111957714
2024-01-02 12:55:46,router-7669,543,5983,89083,14,0.8074577072179576,0.7355193251843584,8.438850220637677,66,548,0.0438425508657744
2024-01-02 13:00:06,router-7669,412,3137,69502,10,0.0519242663406288,0.7235216111871196,23.12307028364905,78,420,0.0240609863651281
2024-01-02 14:59:31,router-7669,273,3908,66604,10,0.168700184418706,0.7700815317884423,0.2794192351983143,135,220,0.027691017736665
2024-01-02 16:18:05,router-7669,398,4419,101785,15,0.8919524932287972,0.9363387225404012,15.101792728105032,236,379,0.0104112839924155
2024-01-02 16:37:18,router-7669,537,4558,111573,12,0.9065910676908716,0.4066612253347273,16.649265166952215,129,626,0.0059095703380703
2024-01-02 17:14:26,router-7669,273,3176,52392,9,0.0160761537878615,0.6446346951816584,3.015475557739256,162,291,0.041986360675376
2024-01-02 20:16:42,router-7669,305,2650,55032,7,0.231891871863559,0.2053037992558172,2.130940940832182,47,259,0.0024958046697164
2024-01-02 21:07:47,router-7669,502,4714,72738,14,0.0131893135325508,0.5359679637670022,2.413469674918121,90,409,0.0165243653724659
2024-01-02 21:56:59,router-7669,177,1883,26390,5,0.2428186274540434,0.3696722297803436,35.036179664112744,202,209,0.0100859136280525
2024-01-02 22:57:49,router-7669,206,2144,50032,7,0.513249769712883,0.3684244244142817,13.103220016218136,156,186,0.0333925564398349
2024-01-02 23:57:54,router-7669,195,2686,56077,7,0.7188007928843533,0.8717908101855556,10.298903498915344,52,202,0.0280743352042528
2024-01-03 00:23:46,router-7669,348,5118,80657,14,0.9838660540600052,0.4899967952700771,1.0262841837301029,54,302,0.0207316485924814
2024-01-03 01:50:41,router-7669,186,1853,42129,5,0.1126379697329508,0.3812374510330247,0.8796922510958558,32,203,0.0040788417287213
2024-01-03 02:49:55,router-7669,370,4789,86573,15,0.6933166630167606,0.9601231884927446,1.023999327623556,248,357,0.0283971237416242
2024-01-03 04:01:51,router-7669,230,2013,50490,6,0.0227577227882399,0.9003037120400001,1.0437836669967868,142,190,0.041611951894665
2024-01-03 05:43:51,router-7669,746,7226,146822,4,0.9342096789119296,0.3436926535834045,4.10901671238961,54,849,0.1370184611993755
2024-01-03 05:58:20,router-7669,252,2152,51532,6,0.8298586773977578,0.1757354744408312,7.208822106056295,125,242,0.0064625226268917
2024-01-03 07:47:58,router-7669,482,5106,83046,10,0.2837542499368627,0.7725482445578549,2.7195629198651208,103,500,0.0273187036038607
2024-01-03 08:20:21,router-7669,403,4679,83847,11,0.1079021139109788,0.699309296304353,18.207001623393964,134,448,0.0075126178336658
2024-01-03 09:57:36,router-7669,464,4808,71421,13,0.8591404622916509,0.6404627147662799,1.474524150157533,125,458,0.016806003865514
2024-01-03 10:33:37,router-7669,587,4635,97073,15,0.5255391828938208,0.1446366359364036,21.025323368630826,49,521,0.0125726357581772
2024-01-03 11:39:39,router-7669,488,3942,73963,14,0.768887216070181,0.8871338753750948,4.996062284219473,193,539,0.0399720851871142
2024-01-03 13:10:41,router-7669,464,5094,77749,12,0.3366130709466559,0.6311991484117979,0.0756618677305588,59,488,0.017206293963579
2024-01-03 13:16:45,router-7669,437,4980,70326,10,0.985013582412502,0.5392669472717411,1.209574382952448,111,409,0.045164222093004
2024-01-03 14:49:22,router-7669,373,4359,80931,11,0.0718999058842339,0.2055728141762206,6.541318728217853,232,376,0.0282880265308814
2024-01-03 15:54:19,router-7669,435,4230,83184,14,0.2150742930682097,0.7835294903485387,9.283951888508732,215,473,0.0063858004302576
2024-01-03 16:40:57,router-7669,519,4847,104953,15,0.7424579815219783,0.775968451668456,7.048512232467804,237,465,0.02725771615106
2024-01-03 18:14:14,router-7669,289,2893,55886,9,0.007783338062117,0.8863262827490501,14.51911876470589,222,286,0.0432170852229696
2024-01-03 19:21:07,router-7669,306,3181,63686,8,0.3458784820730527,0.7483254450721741,11.217466051749271,244,337,0.0207261792381096
2024-01-03 20:36:29,router-7669,491,5043,93551,10,0.1131127641831427,0.0952191648339599,4.781635059636631,75,420,0.0433583436968328
2024-01-03 21:19:03,router-7669,235,2746,61728,6,0.710795092957624,0.3362460603756542,29.071789471485687,122,204,0.0380579028328144
2024-01-04 01:01:28,router-7669,402,5320,98734,10,0.1863085594373673,0.2092907263000135,14.19990748866771,253,454,0.025257017491208
2024-01-04 01:56:22,router-7669,299,2488,65243,6,0.541300837686793,0.6073353963295931,15.73440294338704,57,352,0.0077699166384814
2024-01-04 02:27:44,router-7669,227,2431,48019,6,0.2296844092276103,0.3455295737775922,14.230045954640662,74,252,0.0391298120175739
2024-01-04 04:48:08,router-7669,192,2703,42277,6,0.3093077755503985,0.7404769849687078,23.900198358259495,228,163,0.0457192227798084
2024-01-04 06:13:27,router-7669,151,2383,44840,6,0.4334335137469078,0.2982625103850135,8.304289152135953,177,153,0.0335570241416551
2024-01-04 07:13:47,router-7669,180,1636,40953,5,0.225042173655889,0.6076772077111486,2.658503653572591,160,180,0.0061699557902846
2024-01-04 09:00:49,router-7669,1208,10899,265469,10,0.7138480499270844,0.8386750473210124,9.11367125186915,217,1146,0.0912026740650897
2024-01-04 10:03:24,router-7669,435,5703,96204,11,0.943992671571382,0.8870389194474548,0.1120606625613081,79,440,0.0227317518031906
2024-01-04 10:42:56,router-7669,382,4665,78308,16,0.3573525977275149,0.226402378664223,10.482902333006187,156,369,0.0365170672599757
2024-01-04 11:03:27,router-7669,346,3463,59765,8,0.9040275426330584,0.1128997654129887,7.467394721488684,254,310,0.0399630656527951
2024-01-04 13:04:42,router-7669,297,3546,66015,9,0.4373755191599793,0.463806038078119,4.129890218204908,152,318,0.0185037669785023
2024-01-04 13:59:00,router-7669,338,3687,82847,9,0.4665289688292644,0.8146461294271065,3.4983880206864875,179,327,0.0368218677191015
2024-01-04 15:08:06,router-7669,416,3989,86016,9,0.3087221913445674,0.4414790354986718,16.740916815371552,37,371,0.0389525166515392
2024-01-04 16:16:39,router-7669,282,3188,67085,11,0.3549933530854332,0.7778570201547598,0.7482261770123346,89,268,0.0058611020678369
2024-01-04 17:04:46,router-7669,597,8704,152568,19,0.7294858141322523,0.6673291981636283,14.313647317080797,163,599,0.042741281423871
2024-01-04 17:53:17,router-7669,295,2957,72194,8,0.7103566736302885,0.3529181690663225,10.167096502829333,207,326,0.0306031061164325
2024-01-04 18:46:29,router-7669,190,2291,46216,6,0.4472860219601551,0.8055476173972641,7.959709738852402,172,186,0.0153010328486496
2024-01-04 19:55:22,router-7669,223,2213,37914,5,0.2816733502051232,0.1754654672084152,3.769540709798647,61,178,0.0069250512266494
2024-01-04 21:54:05,router-7669,200,2082,41829,5,0.5799712928567867,0.1615523372970785,22.699610252020083,196,187,0.0268058206498938
2024-01-04 22:09:35,router-7669,302,3778,90032,13,0.0904512153867106,0.1423341301006708,14.351638790905309,78,348,0.0110027342868938
2024-01-04 23:47:54,router-7669,296,2680,49126,9,0.9759158964932824,0.4877512203897227,34.43929527771806,48,265,0.0467594662268303
2024-01-05 01:08:35,router-7669,309,3047,63011,9,0.6769041785772789,0.0891886263695757,2.391682267594799,52,325,0.0479014242491507
2024-01-05 02:01:53,router-7669,469,4028,100564,14,0.4233815004343255,0.0747528874079516,11.521555621614384,42,504,0.0013023348206011
2024-01-05 02:45:04,router-7669,153,1278,33247,3,0.8815785470496955,0.4937414226327874,14.391809503529023,62,181,0.0302746674618564
2024-01-05 04:02:54,router-7669,203,1710,48211,5,0.9934625116007316,0.0875177649368268,4.137574586680619,106,204,0.0057525880608501
2024-01-05 05:30:58,router-7669,150,2063,31851,5,0.3335545082044305,0.2421177362615314,29.63850719498104,241,142,0.0186993071374213
2024-01-05 05:32:32,router-7669,376,4084,61083,9,0.8230891147336953,0.6900812914933311,4.740864209457358,78,326,0.0421272150047397
2024-01-05 06:57:52,router-7669,168,1868,37179,5,0.599352313186012,0.4455972171320124,0.2947657977043977,199,183,0.0381721834719287
2024-01-05 08:45:55,router-7669,536,5165,100934,12,0.1340654373291331,0.5326135543139078,7.412447739175104,55,509,0.0107987055744055
2024-01-05 09:05:28,router-7669,367,3260,80844,11,0.2552560984812901,0.0574185508722903,7.104155572084416,181,311,0.0384130559308962
2024-01-05 10:05:39,router-7669,310,3012,69853,9,0.8473443581866855,0.5868421853655417,5.258415841157824,154,298,0.0389774823179338
2024-01-05 11:35:25,router-7669,362,3458,76968,12,0.455655446442168,0.2005734450662476,8.031141485904142,232,362,0.005428170685387
2024-01-05 12:12:45,router-7669,367,4273,85010,11,0.851779953162824,0.2145741370902549,0.1335723040592796,199,366,0.0332535375500844
2024-01-05 12:43:35,router-7669,476,5370,114846,17,0.0343501782767379,0.0592433361988057,1.3032278323199011,217,406,0.0045866290674988
2024-01-05 13:22:32,router-7669,568,4859,112800,14,0.9487693698780024,0.4937470491323267,5.238853976249922,64,591,0.0382715355477477
2024-01-05 14:32:00,router-7669,573,5492,105009,17,0.9813986635544169,0.2713538784335026,20.5850780889084,37,466,0.0376223660773885
2024-01-05 16:26:31,router-7669,524,6424,118624,17,0.0284547084277798,0.0870720532030467,4.259380125118753,82,431,0.0138688411095338
2024-01-05 17:00:23,router-7669,376,3772,76601,11,0.2261057500504715,0.7238270238731095,13.99100249415873,220,386,0.0039744741927785
2024-01-05 18:21:09,router-7669,275,3225,58403,10,0.9587726525566878,0.6492338482961733,4.55691260717468,52,223,0.0341751501060803
2024-01-05 19:19:51,router-7669,251,2690,59485,8,0.6678181291140128,0.0957307709286334,4.280106444123037,41,240,0.0423587757468212
2024-01-05 21:24:03,router-7669,401,3454,76833,10,0.1806610047038318,0.2448475507136657,39.583745251296754,165,338,0.020227802401152
2024-01-05 22:22:43,router-7669,240,1753,49228,5,0.6055861785837906,0.7461712394482641,24.465493897829152,73,272,0.0378448270476554
2024-01-05 23:18:53,router-7669,265,2347,52413,7,0.6923569922465008,0.0311408088162179,15.48659405068516,154,288,0.0024996297832435
2024-01-06 01:25:06,router-7669,200,1672,35569,5,0.897553801352101,0.7712527800452563,7.191171664668334,91,237,0.0399343684368231
2024-01-06 02:11:38,router-7669,348,4413,87720,9,0.5022187431094519,0.3821015958158705,3.74182483016752,230,370,0.0050040155693609
2024-01-06 04:20:01,router-7669,245,3228,65230,9,0.8534153879258077,0.7203279229141706,5.472459106459402,227,266,0.0391611961902984
2024-01-06 05:11:56,router-7669,134,1443,34232,4,0.9327443254925704,0.8975771973501847,4.456558435748136,220,115,0.0145887935308686
2024-01-06 06:38:39,router-7669,288,2151,47893,7,0.0558852302973145,0.6226096697123847,5.907218549704268,108,297,0.040704529487013
2024-01-06 07:53:08,router-7669,258,2935,46122,6,0.0519894366573739,0.8319708812123473,3.817956534533692,187,212,0.0028592163211283
2024-01-06 08:18:57,router-7669,242,2580,56584,8,0.4677838006708192,0.362233892438731,11.75309948620945,184,229,0.0042463463582422
2024-01-06 09:50:08,router-7669,149,1106,23704,3,0.5213158913757526,0.5392937992396288,0.5920099567542867,157,172,0.0128261305157469
2024-01-06 11:30:51,router-7669,183,1650,38307,4,0.2178991038105003,0.6395862599926724,12.7380022954954,140,149,0.0440987267331067
2024-01-06 13:13:32,router-7669,335,2920,81402,9,0.9364812746873272,0.9710499924898898,6.00071850295495,154,395,0.0131603914102916
2024-01-06 13:34:13,router-7669,242,2426,42080,6,0.570977494987931,0.7226236728188487,5.663661029825298,100,246,0.0450645115834822
2024-01-06 17:01:19,router-7669,254,2491,46853,5,0.8716762520309945,0.3279413239353137,3.724819278025208,121,250,0.0125656334672124
2024-01-06 17:46:36,router-7669,287,3060,60242,7,0.8716596917435023,0.6817039615166773,4.834079064395119,74,310,0.0186634115184186
2024-01-06 18:40:04,router-7669,183,1803,51685,7,0.8432286761761056,0.742847493128084,8.198623201407967,40,149,0.0232471049518613
2024-01-06 20:57:28,router-7669,133,1786,26291,4,0.7403517456087143,0.958483361050718,9.34781045664495,136,111,0.0139586544645178
2024-01-06 22:12:30,router-7669,255,3061,50000,7,0.3947179161348909,0.900906227296475,1.4994270860712675,234,295,0.0055136548820574
2024-01-06 23:23:37,router-7669,177,1615,39794,4,0.456179257775348,0.8079231889630666,16.38869133279556,252,197,0.0062013826689039
2024-01-07 01:11:20,router-7669,218,3058,47467,7,0.4656596673059323,0.2772954737339883,1.908687158574188,68,223,0.0154470334527026
2024-01-07 02:54:26,router-7669,108,1333,23158,3,0.7878479949146475,0.5013181442697138,8.62675998171131,193,89,0.0395616128253532
2024-01-07 04:36:09,router-7669,203,2791,48985,5,0.1465910608057296,0.7052649121996737,11.214379841252216,178,216,0.0382831531504846
2024-01-07 05:11:11,router-7669,226,2563,51247,8,0.2711365547970779,0.1617051799442045,3.6655595272898935,212,192,0.0267889387533264
2024-01-07 05:35:31,router-7669,147,1642,29009,5,0.1695631479009326,0.2165517530826775,9.296362634650636,137,119,0.039799235045998
2024-01-07 06:49:56,router-7669,273,2663,54629,8,0.2849624259987612,0.1180624440714772,10.819078492126184,100,233,0.0338681931978253
2024-01-07 07:24:31,router-7669,219,3086,63193,8,0.038308873535614,0.25223083632707,3.3829540771684288,229,194,0.0169411465191174
2024-01-07 09:27:59,router-7669,247,2341,40959,5,0.2973158897776263,0.5703318468160812,0.9515524751954952,138,220,0.0242755062219693
2024-01-07 10:16:34,router-7669,204,2786,51367,6,0.0728117216206153,0.381159150308748,1.7067020346661477,144,195,0.0131205192275822
2024-01-07 11:05:55,router-7669,244,2147,53460,5,0.933101595210064,0.903243709015353,6.124761760918203,178,255,0.0043226519049789
2024-01-07 11:07:33,router-7669,290,2847,64427,11,0.5826426404646131,0.7220407288173303,1.9539207926922877,139,260,0.0446996234234909
2024-01-07 13:36:59,router-7669,270,2809,65216,7,0.7963065577748374,0.0739104219136754,20.85244374589766,243,237,0.0127744425362397
2024-01-07 14:21:55,router-7669,201,1949,40947,5,0.7920062787777261,0.7145418365500168,12.556469038646885,71,178,0.0025217273459602
2024-01-07 14:26:49,router-7669,197,1863,37644,4,0.3403817350008273,0.2499297674761096,0.1057143165484365,175,192,0.0449014142901976
2024-01-07 16:44:32,router-7669,281,3055,66953,9,0.9318260602259824,0.3750799150835622,3.290341471294524,88,311,0.0270926792544731
2024-01-07 17:11:58,router-7669,283,3178,56322,7,0.0895809377494148,0.4761336952268236,14.724962254396434,254,231,0.0420282351419365
2024-01-07 18:14:12,router-7669,140,1443,34059,5,0.6748530742145622,0.4078394994629988,1.8990694361806804,201,132,0.0151772362636482
2024-01-07 19:23:15,router-7669,254,2591,40701,7,0.2653251350116447,0.791326392161224,1.1065141919159338,83,294,0.0355074268900631
