date_time,open,high,low,close,adj close,volume,record_id
2009-12-02,41.54999923706055,42.41999816894531,41.36000061035156,41.540000915527344,35.763702392578125,2332700,AMT
2009-12-03,41.709999084472656,41.900001525878906,40.97999954223633,40.9900016784668,35.29018783569336,2363900,AMT
2009-12-04,41.59999847412109,42.130001068115234,40.75,41.0,35.29880142211914,3487700,AMT
2009-12-07,41.130001068115234,41.130001068115234,40.18999862670898,40.31999969482422,34.71335220336914,3863500,AMT
2009-12-08,40.060001373291016,40.13999938964844,39.060001373291016,39.16999816894531,33.7232780456543,5344600,AMT
2009-12-09,39.27000045776367,39.40999984741211,38.93000030517578,39.369998931884766,33.89545822143555,3530000,AMT
2009-12-10,39.56999969482422,40.54999923706055,39.56999969482422,40.09999847412109,34.52395248413086,3014300,AMT
2009-12-11,40.34000015258789,40.34999847412109,39.93000030517578,40.040000915527344,34.472286224365234,1766400,AMT
2009-12-14,40.47999954223633,40.9900016784668,40.27999877929688,40.81999969482422,35.143829345703125,2347300,AMT
2009-12-15,40.59999847412109,41.36000061035156,40.5099983215332,40.95000076293945,35.25575637817383,2421900,AMT
2009-12-16,41.22999954223633,41.84999847412109,41.20000076293945,41.58000183105469,35.79815673828125,2886300,AMT
2009-12-17,41.5,42.06999969482422,41.29999923706055,41.65999984741211,35.86702346801758,2595600,AMT
2009-12-18,41.77999877929688,42.15999984741211,41.63999938964844,42.119998931884766,36.2630729675293,3716200,AMT
2009-12-21,42.77000045776367,43.0,42.43000030517578,42.65999984741211,36.72796630859375,1971100,AMT
2009-12-22,42.84999847412109,43.040000915527344,42.5099983215332,43.040000915527344,37.055137634277344,1646200,AMT
2009-12-23,43.27999877929688,43.40999984741211,42.5099983215332,42.93999862670898,36.96903610229492,1717300,AMT
2009-12-24,43.18000030517578,43.54999923706055,43.06999969482422,43.41999816894531,37.38228225708008,795700,AMT
2009-12-28,43.59000015258789,43.709999084472656,43.380001068115234,43.470001220703125,37.42534255981445,3183600,AMT
2009-12-29,43.72999954223633,43.72999954223633,43.13999938964844,43.18000030517578,37.17565155029297,1918600,AMT
2009-12-30,43.09999847412109,43.400001525878906,42.880001068115234,43.310001373291016,37.2875862121582,1283500,AMT
2009-12-31,43.34999847412109,43.84000015258789,43.09999847412109,43.209999084472656,37.20148468017578,2123400,AMT
2010-01-04,43.4900016784668,43.88999938964844,43.27999877929688,43.459999084472656,37.416725158691406,2750500,AMT
2010-01-05,43.5,44.25,43.400001525878906,44.18000030517578,38.036617279052734,2575800,AMT
2010-01-06,44.2400016784668,44.560001373291016,43.77000045776367,44.40999984741211,38.2346305847168,3215300,AMT
2010-01-07,44.43000030517578,44.56999969482422,44.0099983215332,44.290000915527344,38.131309509277344,2615000,AMT
2010-01-08,44.380001068115234,44.56999969482422,44.0099983215332,44.380001068115234,38.208797454833984,1934600,AMT
2010-01-11,44.869998931884766,44.900001525878906,43.65999984741211,43.97999954223633,37.86442184448242,3276000,AMT
2010-01-12,43.75,43.93999862670898,43.0099983215332,43.43999862670898,37.39952087402344,2973600,AMT
2010-01-13,43.61000061035156,44.470001220703125,43.61000061035156,44.36000061035156,38.19158554077149,2799900,AMT
2010-01-14,44.34999847412109,44.65999984741211,44.040000915527344,44.61000061035156,38.40681838989258,4387600,AMT
2010-01-15,44.4900016784668,45.0,43.79999923706055,44.0,37.88163757324219,3130300,AMT
2010-01-19,44.060001373291016,44.380001068115234,43.77000045776367,44.18999862670898,38.04521560668945,1995700,AMT
2010-01-20,44.02000045776367,44.43000030517578,43.77999877929688,44.33000183105469,38.16575622558594,3053000,AMT
2010-01-21,44.41999816894531,44.5,43.77999877929688,43.97999954223633,37.86442184448242,3301000,AMT
2010-01-22,43.83000183105469,44.59000015258789,42.06999969482422,42.18000030517578,36.31472396850586,4021100,AMT
2010-01-25,42.560001373291016,43.5,42.560001373291016,43.20000076293945,37.19289016723633,3857100,AMT
2010-01-26,43.16999816894531,43.16999816894531,42.150001525878906,42.540000915527344,36.624656677246094,3730800,AMT
2010-01-27,42.58000183105469,42.810001373291016,41.810001373291016,42.65999984741211,36.72796630859375,3584400,AMT
2010-01-28,42.7400016784668,43.310001373291016,41.869998931884766,42.31999969482422,36.43525314331055,3739600,AMT
2010-01-29,42.38999938964844,42.810001373291016,42.2400016784668,42.45000076293945,36.54717254638672,3757100,AMT
2010-02-01,42.95000076293945,43.150001525878906,42.27999877929688,43.08000183105469,37.089576721191406,2711800,AMT
2010-02-02,43.06999969482422,43.09000015258789,42.27999877929688,43.02999877929688,37.04653930664063,2360800,AMT
2010-02-03,42.95000076293945,43.369998931884766,42.65999984741211,42.790000915527344,36.83990478515625,3047700,AMT
2010-02-04,42.630001068115234,42.630001068115234,41.0,41.02000045776367,35.31602478027344,3757500,AMT
2010-02-05,40.959999084472656,41.060001373291016,39.459999084472656,40.09999847412109,34.52395248413086,7923800,AMT
2010-02-08,40.02999877929688,41.18000030517578,40.0,40.66999816894531,35.01469421386719,4943200,AMT
2010-02-09,41.27999877929688,41.630001068115234,40.83000183105469,41.45000076293945,35.68623352050781,4121300,AMT
2010-02-10,41.5,41.91999816894531,41.25,41.59000015258789,35.806758880615234,3020500,AMT
2010-02-11,41.59999847412109,42.7599983215332,41.2599983215332,42.52000045776367,36.60742950439453,2959900,AMT
2010-02-12,42.2599983215332,42.880001068115234,42.02999877929688,42.619998931884766,36.69354248046875,2758300,AMT
2010-02-16,42.91999816894531,43.40999984741211,42.91999816894531,43.36000061035156,37.33063507080078,2839400,AMT
2010-02-17,43.5,43.810001373291016,43.310001373291016,43.709999084472656,37.631961822509766,2247900,AMT
2010-02-18,43.619998931884766,43.83000183105469,43.20000076293945,43.38999938964844,37.356475830078125,2924700,AMT
2010-02-19,43.25,44.27999877929688,43.11000061035156,43.91999816894531,37.81277084350586,3065200,AMT
2010-02-22,44.08000183105469,44.08000183105469,43.34999847412109,43.77999877929688,37.69223403930664,2535100,AMT
2010-02-23,43.709999084472656,43.709999084472656,42.47999954223633,42.810001373291016,36.857120513916016,4557400,AMT
2010-02-24,42.869998931884766,43.09999847412109,41.650001525878906,42.619998931884766,36.69354248046875,6001800,AMT
2010-02-25,42.34000015258789,42.91999816894531,41.79999923706055,42.79999923706055,36.8485107421875,4325600,AMT
2010-02-26,42.810001373291016,42.959999084472656,42.16999816894531,42.65999984741211,36.72796630859375,4030100,AMT
2010-03-01,42.77999877929688,43.310001373291016,42.77000045776367,42.93000030517578,36.96042251586914,2656600,AMT
2010-03-02,43.06999969482422,43.29999923706055,42.70000076293945,42.77999877929688,36.831275939941406,3801400,AMT
2010-03-03,42.810001373291016,43.43000030517578,42.56999969482422,42.97999954223633,37.00347518920898,2697200,AMT
2010-03-04,43.119998931884766,43.150001525878906,42.52999877929688,42.959999084472656,36.98625946044922,2586900,AMT
2010-03-05,43.16999816894531,43.54999923706055,43.04999923706055,43.40999984741211,37.373680114746094,1992600,AMT
2010-03-08,43.25,43.45000076293945,42.380001068115234,42.45000076293945,36.54717254638672,4482000,AMT
2010-03-09,42.220001220703125,43.27000045776367,42.130001068115234,42.88999938964844,36.92599105834961,4712500,AMT
2010-03-10,42.86000061035156,43.25,42.7400016784668,43.11000061035156,37.11540222167969,2098100,AMT
2010-03-11,43.0,43.5,42.79999923706055,43.5,37.4511604309082,2309100,AMT
2010-03-12,43.540000915527344,43.79999923706055,43.33000183105469,43.380001068115234,37.34785461425781,3540100,AMT
2010-03-15,43.119998931884766,43.56999969482422,42.93000030517578,43.34000015258789,37.31341552734375,2748300,AMT
2010-03-16,43.310001373291016,44.43999862670898,43.29999923706055,44.2599983215332,38.10548782348633,4366600,AMT
2010-03-17,44.27000045776367,44.290000915527344,43.959999084472656,44.25,38.09687805175781,3143500,AMT
2010-03-18,44.25,44.5,43.7400016784668,44.0099983215332,37.8902473449707,3211700,AMT
2010-03-19,44.290000915527344,44.41999816894531,43.9900016784668,44.290000915527344,38.131309509277344,3288400,AMT
2010-03-22,43.970001220703125,44.459999084472656,43.810001373291016,44.25,38.09687805175781,2887300,AMT
2010-03-23,44.29999923706055,44.68000030517578,44.20000076293945,44.56999969482422,38.37238693237305,2728000,AMT
2010-03-24,44.560001373291016,44.84999847412109,43.95000076293945,44.470001220703125,38.28628921508789,3220700,AMT
2010-03-25,44.54999923706055,44.619998931884766,42.33000183105469,42.459999084472656,36.555782318115234,11561400,AMT
2010-03-26,42.56999969482422,42.810001373291016,41.36000061035156,41.650001525878906,35.85841751098633,8362100,AMT
2010-03-29,41.88999938964844,43.0,41.88999938964844,42.77000045776367,36.82266998291016,5162100,AMT
2010-03-30,42.560001373291016,42.869998931884766,42.5,42.77999877929688,36.831275939941406,6004900,AMT
2010-03-31,42.59999847412109,43.130001068115234,42.40999984741211,42.61000061035156,36.6849250793457,3150800,AMT
2010-04-01,42.90999984741211,43.290000915527344,42.369998931884766,42.70000076293945,36.76240539550781,3596900,AMT
2010-04-05,42.77000045776367,43.43999862670898,42.68999862670898,43.31999969482422,37.29620361328125,2581900,AMT
2010-04-06,43.18999862670898,43.18999862670898,42.7599983215332,42.810001373291016,36.857120513916016,3148600,AMT
2010-04-07,42.66999816894531,42.66999816894531,41.59999847412109,41.83000183105469,36.013389587402344,6299000,AMT
2010-04-08,42.04999923706055,42.06999969482422,41.52000045776367,42.02999877929688,36.18556594848633,5007100,AMT
2010-04-09,42.06999969482422,42.77999877929688,42.02000045776367,42.619998931884766,36.69354248046875,4283900,AMT
2010-04-12,42.75,42.97999954223633,42.20000076293945,42.34999847412109,36.461082458496094,3040100,AMT
2010-04-13,42.2400016784668,42.290000915527344,41.619998931884766,42.150001525878906,36.28889465332031,4219000,AMT
2010-04-14,42.11000061035156,42.27999877929688,41.59999847412109,42.11000061035156,36.25445938110352,4620100,AMT
2010-04-15,41.9900016784668,42.22999954223633,41.630001068115234,42.02999877929688,36.18556594848633,4793500,AMT
2010-04-16,41.90999984741211,42.18999862670898,41.20000076293945,41.970001220703125,36.13391876220703,8992800,AMT
2010-04-19,41.84999847412109,42.08000183105469,41.209999084472656,41.540000915527344,35.763702392578125,4472400,AMT
2010-04-20,41.84000015258789,42.31999969482422,41.66999816894531,42.18000030517578,36.31472396850586,2618200,AMT
2010-04-21,42.369998931884766,42.369998931884766,41.79999923706055,42.02000045776367,36.17695999145508,2950500,AMT
2010-04-22,41.630001068115234,42.220001220703125,41.43999862670898,42.16999816894531,36.306114196777344,2068200,AMT
2010-04-23,42.150001525878906,42.40999984741211,41.75,42.369998931884766,36.47829055786133,2741100,AMT
2010-04-26,42.380001068115234,42.4900016784668,41.77999877929688,41.86000061035156,36.03921127319336,2479000,AMT
2010-04-27,41.650001525878906,41.75,41.09000015258789,41.13999938964844,35.419334411621094,2943900,AMT
2010-04-28,41.310001373291016,41.470001220703125,40.54999923706055,40.790000915527344,35.11800003051758,4043900,AMT
2010-04-29,40.93999862670898,41.400001525878906,40.79999923706055,41.04999923706055,35.341835021972656,4155000,AMT
2010-04-30,41.18999862670898,41.84999847412109,40.810001373291016,40.810001373291016,35.135231018066406,3773100,AMT
2010-05-03,41.220001220703125,41.540000915527344,40.93000030517578,41.27999877929688,35.53986740112305,3107700,AMT
2010-05-04,40.91999816894531,41.40999984741211,40.0,41.0099983215332,35.307403564453125,5001500,AMT
